c(g:s)(CV_Vd_n1191_ac_des) X,c(g:s)(CV_Vd_n1191_ac_des) Y,c(g:s)(CV_Vd_n1217_ac_des) X,c(g:s)(CV_Vd_n1217_ac_des) Y,c(g:s)(CV_Vd_n1237_ac_des) X,c(g:s)(CV_Vd_n1237_ac_des) Y,c(g:s)(CV_Vd_n1257_ac_des) X,c(g:s)(CV_Vd_n1257_ac_des) Y,c(g:s)(CV_Vd_n1277_ac_des) X,c(g:s)(CV_Vd_n1277_ac_des) Y,c(g:s)(CV_Vd_n1297_ac_des) X,c(g:s)(CV_Vd_n1297_ac_des) Y,c(g:s)(CV_Vd_n1317_ac_des) X,c(g:s)(CV_Vd_n1317_ac_des) Y,c(g:s)(CV_Vd_n1337_ac_des) X,c(g:s)(CV_Vd_n1337_ac_des) Y,c(g:s)(CV_Vd_n1357_ac_des) X,c(g:s)(CV_Vd_n1357_ac_des) Y,c(g:s)(CV_Vd_n1377_ac_des) X,c(g:s)(CV_Vd_n1377_ac_des) Y,c(g:s)(CV_Vd_n1397_ac_des) X,c(g:s)(CV_Vd_n1397_ac_des) Y,c(g:s)(CV_Vd_n1417_ac_des) X,c(g:s)(CV_Vd_n1417_ac_des) Y,c(g:s)(CV_Vd_n1437_ac_des) X,c(g:s)(CV_Vd_n1437_ac_des) Y,c(g:s)(CV_Vd_n1457_ac_des) X,c(g:s)(CV_Vd_n1457_ac_des) Y,c(g:s)(CV_Vd_n1477_ac_des) X,c(g:s)(CV_Vd_n1477_ac_des) Y,c(g:s)(CV_Vd_n1497_ac_des) X,c(g:s)(CV_Vd_n1497_ac_des) Y,c(g:s)(CV_Vd_n1517_ac_des) X,c(g:s)(CV_Vd_n1517_ac_des) Y,c(g:s)(CV_Vd_n1537_ac_des) X,c(g:s)(CV_Vd_n1537_ac_des) Y,c(g:s)(CV_Vd_n1557_ac_des) X,c(g:s)(CV_Vd_n1557_ac_des) Y,c(g:s)(CV_Vd_n1577_ac_des) X,c(g:s)(CV_Vd_n1577_ac_des) Y,c(g:s)(CV_Vd_n1597_ac_des) X,c(g:s)(CV_Vd_n1597_ac_des) Y,c(g:s)(CV_Vd_n1617_ac_des) X,c(g:s)(CV_Vd_n1617_ac_des) Y,c(g:s)(CV_Vd_n1637_ac_des) X,c(g:s)(CV_Vd_n1637_ac_des) Y,c(g:s)(CV_Vd_n1657_ac_des) X,c(g:s)(CV_Vd_n1657_ac_des) Y,c(g:s)(CV_Vd_n1677_ac_des) X,c(g:s)(CV_Vd_n1677_ac_des) Y,c(g:s)(CV_Vd_n1697_ac_des) X,c(g:s)(CV_Vd_n1697_ac_des) Y,c(g:s)(CV_Vd_n1717_ac_des) X,c(g:s)(CV_Vd_n1717_ac_des) Y,c(g:s)(CV_Vd_n1737_ac_des) X,c(g:s)(CV_Vd_n1737_ac_des) Y,c(g:s)(CV_Vd_n1757_ac_des) X,c(g:s)(CV_Vd_n1757_ac_des) Y,c(g:s)(CV_Vd_n1777_ac_des) X,c(g:s)(CV_Vd_n1777_ac_des) Y,c(g:s)(CV_Vd_n1797_ac_des) X,c(g:s)(CV_Vd_n1797_ac_des) Y,c(g:s)(CV_Vd_n1817_ac_des) X,c(g:s)(CV_Vd_n1817_ac_des) Y,c(g:s)(CV_Vd_n1837_ac_des) X,c(g:s)(CV_Vd_n1837_ac_des) Y,c(g:s)(CV_Vd_n1857_ac_des) X,c(g:s)(CV_Vd_n1857_ac_des) Y,c(g:s)(CV_Vd_n1877_ac_des) X,c(g:s)(CV_Vd_n1877_ac_des) Y,c(g:s)(CV_Vd_n1897_ac_des) X,c(g:s)(CV_Vd_n1897_ac_des) Y,c(g:s)(CV_Vd_n1917_ac_des) X,c(g:s)(CV_Vd_n1917_ac_des) Y,c(g:s)(CV_Vd_n1937_ac_des) X,c(g:s)(CV_Vd_n1937_ac_des) Y,c(g:s)(CV_Vd_n1957_ac_des) X,c(g:s)(CV_Vd_n1957_ac_des) Y,c(g:s)(CV_Vd_n1977_ac_des) X,c(g:s)(CV_Vd_n1977_ac_des) Y,c(g:s)(CV_Vd_n1997_ac_des) X,c(g:s)(CV_Vd_n1997_ac_des) Y,c(g:s)(CV_Vd_n2017_ac_des) X,c(g:s)(CV_Vd_n2017_ac_des) Y,c(g:s)(CV_Vd_n2037_ac_des) X,c(g:s)(CV_Vd_n2037_ac_des) Y,c(g:s)(CV_Vd_n2057_ac_des) X,c(g:s)(CV_Vd_n2057_ac_des) Y
-0.156,-1.4957677e-17,-0.156,-1.4959411e-17,-0.156,-1.4958983e-17,-0.13613662,-1.4724353e-17,-0.156,-1.496026e-17,-0.156,-1.4959968e-17,-0.156,-1.4959462e-17,-0.156,-1.4961142e-17,-0.14732527,-1.4862325e-17,-0.14732527,-1.4867242e-17,-0.14732527,-1.4867702e-17,-0.156,-1.4960841e-17,-0.156,-1.4963503e-17,-0.156,-1.4963042e-17,-0.156,-1.4964355e-17,-0.156,-1.4963808e-17,-0.156,-1.4964808e-17,-0.156,-1.4964561e-17,-0.156,-1.4965195e-17,-0.156,-1.4949399e-17,-0.156,-1.4962573e-17,-0.13083182,-1.4653023e-17,-0.156,-1.4966656e-17,-0.156,-1.4966042e-17,-0.156,-1.4969216e-17,-0.156,-1.4968036e-17,-0.14697554,-1.4868692e-17,-0.14697554,-1.4869053e-17,-0.14697554,-1.4868822e-17,-0.14697554,-1.4868916e-17,-0.156,-1.4968652e-17,-0.14697554,-1.4869193e-17,-0.14697554,-1.4869491e-17,-0.14697554,-1.4869796e-17,-0.14697554,-1.4869862e-17,-0.14697554,-1.4870233e-17,-0.14697554,-1.4870105e-17,-0.14697554,-1.4870247e-17,-0.14697554,-1.4870385e-17,-0.14676893,-1.4868119e-17,-0.14697554,-1.4869625e-17,-0.14697554,-1.4870075e-17,-0.14676893,-1.4867186e-17,-0.14676893,-1.4867054e-17
-0.162,-1.5018899e-17,-0.162,-1.5020894e-17,-0.162,-1.5020988e-17,-0.14213662,-1.4803004e-17,-0.162,-1.5021062e-17,-0.162,-1.5020954e-17,-0.162,-1.5018355e-17,-0.162,-1.5022765e-17,-0.15332527,-1.4932054e-17,-0.15332527,-1.4933698e-17,-0.15332527,-1.4934413e-17,-0.162,-1.5025846e-17,-0.162,-1.5025001e-17,-0.162,-1.5025689e-17,-0.162,-1.5025394e-17,-0.162,-1.4832736e-17,-0.162,-1.5029838e-17,-0.162,-1.5026543e-17,-0.162,-1.5026928e-17,-0.162,-1.5028091e-17,-0.162,-1.5027546e-17,-0.13683182,-1.4737437e-17,-0.162,-1.4839082e-17,-0.162,-1.5027012e-17,-0.162,-1.5028938e-17,-0.162,-1.5029459e-17,-0.15297554,-1.4935816e-17,-0.15297554,-1.4936321e-17,-0.15297554,-1.4941367e-17,-0.15297554,-1.4936378e-17,-0.162,-1.4868565e-17,-0.15297554,-1.4936399e-17,-0.15297554,-1.4936506e-17,-0.15297554,-1.4933499e-17,-0.15297554,-1.4936838e-17,-0.15297554,-1.493689e-17,-0.15297554,-1.4937098e-17,-0.15297554,-1.4937037e-17,-0.15297554,-1.4937026e-17,-0.15276893,-1.4934601e-17,-0.15297554,-1.4936023e-17,-0.15297554,-1.4936572e-17,-0.15276893,-1.4934816e-17,-0.15276893,-1.4934392e-17
-0.168,-1.5078759e-17,-0.168,-1.5059941e-17,-0.168,-1.5080621e-17,-0.14813662,-1.4874292e-17,-0.168,-1.5078717e-17,-0.168,-1.5083561e-17,-0.168,-1.4892479e-17,-0.168,-1.5081163e-17,-0.15932527,-1.4995878e-17,-0.15932527,-1.4996186e-17,-0.15932527,-1.4997112e-17,-0.168,-1.5083822e-17,-0.168,-1.5063631e-17,-0.168,-1.5079486e-17,-0.168,-1.508412e-17,-0.168,-1.508398e-17,-0.168,-1.4929393e-17,-0.168,-1.5084424e-17,-0.168,-1.5068391e-17,-0.168,-1.5031342e-17,-0.168,-1.5085936e-17,-0.14283182,-1.4817802e-17,-0.168,-1.5089571e-17,-0.168,-1.4936266e-17,-0.168,-1.5042549e-17,-0.168,-1.4898885e-17,-0.15897554,-1.4999594e-17,-0.15897554,-1.4999489e-17,-0.15897554,-1.4999587e-17,-0.15897554,-1.5000166e-17,-0.168,-1.4905861e-17,-0.15897554,-1.5000371e-17,-0.15897554,-1.5000472e-17,-0.15897554,-1.4829269e-17,-0.15897554,-1.4830741e-17,-0.15897554,-1.5001076e-17,-0.15897554,-1.5001216e-17,-0.15897554,-1.5001236e-17,-0.15897554,-1.5001368e-17,-0.15876893,-1.4999512e-17,-0.15897554,-1.5001577e-17,-0.15897554,-1.4835373e-17,-0.15876893,-1.4832982e-17,-0.15876893,-1.4996799e-17
-0.174,-1.5012574e-17,-0.174,-1.500818e-17,-0.174,-1.5018758e-17,-0.15413662,-1.4940106e-17,-0.174,-1.5018956e-17,-0.174,-1.502115e-17,-0.174,-1.5018259e-17,-0.174,-1.5020103e-17,-0.16532527,-1.5056533e-17,-0.16532527,-1.505729e-17,-0.16532527,-1.5057544e-17,-0.174,-1.5013431e-17,-0.174,-1.5003454e-17,-0.174,-1.5021815e-17,-0.174,-1.5025379e-17,-0.174,-1.5019852e-17,-0.174,-1.5017341e-17,-0.174,-1.5019493e-17,-0.174,-1.5031829e-17,-0.174,-1.5008852e-17,-0.174,-1.5003232e-17,-0.14883182,-1.4885905e-17,-0.174,-1.50085e-17,-0.174,-1.5022685e-17,-0.174,-1.5029324e-17,-0.174,-1.5030438e-17,-0.16497554,-1.5059598e-17,-0.16497554,-1.5059576e-17,-0.16497554,-1.5059845e-17,-0.16497554,-1.5060135e-17,-0.174,-1.5035162e-17,-0.16497554,-1.5032388e-17,-0.16497554,-1.5045226e-17,-0.16497554,-1.5060109e-17,-0.16497554,-1.5057689e-17,-0.16497554,-1.5059417e-17,-0.16497554,-1.5060656e-17,-0.16497554,-1.5060661e-17,-0.16497554,-1.506074e-17,-0.16476893,-1.50589e-17,-0.16497554,-1.5061084e-17,-0.16497554,-1.5061137e-17,-0.16476893,-1.5051598e-17,-0.16476893,-1.505928e-17
-0.18,-1.5122168e-17,-0.18,-1.5122081e-17,-0.18,-1.5124559e-17,-0.16013662,-1.5002006e-17,-0.18,-1.5124313e-17,-0.18,-1.5123311e-17,-0.18,-1.5124534e-17,-0.18,-1.5127067e-17,-0.17132527,-1.4958065e-17,-0.17132527,-1.4944025e-17,-0.17132527,-1.4951609e-17,-0.18,-1.5127229e-17,-0.18,-1.5130465e-17,-0.18,-1.512987e-17,-0.18,-1.5084458e-17,-0.18,-1.5081128e-17,-0.18,-1.513944e-17,-0.18,-1.5140431e-17,-0.18,-1.5133842e-17,-0.18,-1.5088855e-17,-0.18,-1.5087204e-17,-0.15483182,-1.49539e-17,-0.18,-1.5143652e-17,-0.18,-1.5087116e-17,-0.18,-1.5124152e-17,-0.18,-1.5134161e-17,-0.17097554,-1.4958964e-17,-0.17097554,-1.4960194e-17,-0.17097554,-1.4962958e-17,-0.17097554,-1.4963671e-17,-0.18,-1.5135814e-17,-0.17097554,-1.4965243e-17,-0.17097554,-1.4965237e-17,-0.17097554,-1.4967263e-17,-0.17097554,-1.4967937e-17,-0.17097554,-1.4968506e-17,-0.17097554,-1.4957289e-17,-0.17097554,-1.4958e-17,-0.17097554,-1.4958738e-17,-0.17076893,-1.4958296e-17,-0.17097554,-1.4959811e-17,-0.17097554,-1.4957612e-17,-0.17076893,-1.4956567e-17,-0.17076893,-1.4961089e-17
-0.186,-1.5225492e-17,-0.186,-1.5216273e-17,-0.186,-1.5224752e-17,-0.16613662,-1.5061932e-17,-0.186,-1.5223208e-17,-0.186,-1.5222285e-17,-0.186,-1.5216788e-17,-0.186,-1.5226178e-17,-0.17732527,-1.5112403e-17,-0.17732527,-1.509339e-17,-0.17732527,-1.5094769e-17,-0.186,-1.52322e-17,-0.186,-1.5225531e-17,-0.186,-1.5223045e-17,-0.186,-1.5233734e-17,-0.186,-1.5229375e-17,-0.186,-1.5239532e-17,-0.186,-1.5229304e-17,-0.186,-1.523773e-17,-0.186,-1.5236225e-17,-0.186,-1.5233623e-17,-0.16083182,-1.5011931e-17,-0.186,-1.5233435e-17,-0.186,-1.5213182e-17,-0.186,-1.5229166e-17,-0.186,-1.5212082e-17,-0.17697554,-1.5080741e-17,-0.17697554,-1.508122e-17,-0.17697554,-1.5081693e-17,-0.17697554,-1.5082784e-17,-0.186,-1.5234608e-17,-0.17697554,-1.5074849e-17,-0.17697554,-1.5084539e-17,-0.17697554,-1.5085396e-17,-0.17697554,-1.5085778e-17,-0.17697554,-1.5086059e-17,-0.17697554,-1.5084832e-17,-0.17697554,-1.5082226e-17,-0.17697554,-1.5080254e-17,-0.17676893,-1.5080889e-17,-0.17697554,-1.5086471e-17,-0.17697554,-1.5085038e-17,-0.17676893,-1.5075135e-17,-0.17676893,-1.5072002e-17
-0.192,-1.5315422e-17,-0.192,-1.5307125e-17,-0.192,-1.5310184e-17,-0.17213662,-1.4985954e-17,-0.192,-1.529287e-17,-0.192,-1.531162e-17,-0.192,-1.5295334e-17,-0.192,-1.530554e-17,-0.18332527,-1.513572e-17,-0.18332527,-1.5177301e-17,-0.18332527,-1.5180723e-17,-0.192,-1.5316924e-17,-0.192,-1.5265982e-17,-0.192,-1.5261974e-17,-0.192,-1.5315336e-17,-0.192,-1.526924e-17,-0.192,-1.5275924e-17,-0.192,-1.5318157e-17,-0.192,-1.531743e-17,-0.192,-1.5320827e-17,-0.192,-1.5318023e-17,-0.16683182,-1.5067822e-17,-0.192,-1.5321385e-17,-0.192,-1.5319224e-17,-0.192,-1.5319978e-17,-0.192,-1.5316143e-17,-0.18297554,-1.5188546e-17,-0.18297554,-1.5188509e-17,-0.18297554,-1.5189002e-17,-0.18297554,-1.5189351e-17,-0.192,-1.5281881e-17,-0.18297554,-1.5190386e-17,-0.18297554,-1.5190574e-17,-0.18297554,-1.5190529e-17,-0.18297554,-1.5190923e-17,-0.18297554,-1.5191126e-17,-0.18297554,-1.5184563e-17,-0.18297554,-1.5167057e-17,-0.18297554,-1.5160045e-17,-0.18276893,-1.5185917e-17,-0.18297554,-1.5190073e-17,-0.18297554,-1.5190042e-17,-0.18276893,-1.5180192e-17,-0.18276893,-1.5183509e-17
-0.198,-1.5390929e-17,-0.198,-1.5380184e-17,-0.198,-1.5363609e-17,-0.17813662,-1.5102198e-17,-0.198,-1.5376735e-17,-0.198,-1.5380568e-17,-0.198,-1.5372948e-17,-0.198,-1.5385553e-17,-0.18932527,-1.5270572e-17,-0.18932527,-1.5275275e-17,-0.18932527,-1.5270573e-17,-0.198,-1.5372755e-17,-0.198,-1.5383291e-17,-0.198,-1.5349999e-17,-0.198,-1.5356708e-17,-0.198,-1.5366076e-17,-0.198,-1.538588e-17,-0.198,-1.5389266e-17,-0.198,-1.5374451e-17,-0.198,-1.5384527e-17,-0.198,-1.5374523e-17,-0.17283182,-1.4992598e-17,-0.198,-1.5390256e-17,-0.198,-1.5389074e-17,-0.198,-1.538634e-17,-0.198,-1.5388029e-17,-0.18897554,-1.5275767e-17,-0.18897554,-1.5275622e-17,-0.18897554,-1.5275701e-17,-0.18897554,-1.527579e-17,-0.198,-1.5389731e-17,-0.18897554,-1.5276128e-17,-0.18897554,-1.5278643e-17,-0.18897554,-1.5277655e-17,-0.18897554,-1.5276131e-17,-0.18897554,-1.5276077e-17,-0.18897554,-1.5274877e-17,-0.18897554,-1.5269222e-17,-0.18897554,-1.5256169e-17,-0.18876893,-1.5251363e-17,-0.18897554,-1.5259051e-17,-0.18897554,-1.5273752e-17,-0.18876893,-1.5264312e-17,-0.18876893,-1.5265059e-17
-0.204,-1.545604e-17,-0.204,-1.5445461e-17,-0.204,-1.5429908e-17,-0.18413662,-1.5190604e-17,-0.204,-1.5421819e-17,-0.204,-1.5437173e-17,-0.204,-1.5433625e-17,-0.204,-1.5442186e-17,-0.19532527,-1.5323909e-17,-0.19532527,-1.5353919e-17,-0.19532527,-1.5346685e-17,-0.204,-1.5438433e-17,-0.204,-1.5436387e-17,-0.204,-1.5427058e-17,-0.204,-1.5452993e-17,-0.204,-1.5448086e-17,-0.204,-1.5451998e-17,-0.204,-1.5426248e-17,-0.204,-1.5451629e-17,-0.204,-1.5428808e-17,-0.204,-1.5452005e-17,-0.17883182,-1.5081954e-17,-0.204,-1.5452107e-17,-0.204,-1.545123e-17,-0.204,-1.5448469e-17,-0.204,-1.5450296e-17,-0.19497554,-1.5353068e-17,-0.19497554,-1.5348738e-17,-0.19497554,-1.5351118e-17,-0.19497554,-1.5356666e-17,-0.204,-1.5452121e-17,-0.19497554,-1.5358677e-17,-0.19497554,-1.5359085e-17,-0.19497554,-1.5357443e-17,-0.19497554,-1.5351162e-17,-0.19497554,-1.5357726e-17,-0.19497554,-1.5361532e-17,-0.19497554,-1.5357023e-17,-0.19497554,-1.5356578e-17,-0.19476893,-1.5351769e-17,-0.19497554,-1.5352475e-17,-0.19497554,-1.5350758e-17,-0.19476893,-1.5350697e-17,-0.19476893,-1.5353272e-17
-0.21,-1.5521624e-17,-0.21,-1.5511677e-17,-0.21,-1.5499005e-17,-0.19013662,-1.528252e-17,-0.21,-1.5499375e-17,-0.21,-1.549912e-17,-0.21,-1.5503884e-17,-0.21,-1.5505615e-17,-0.20132527,-1.5406251e-17,-0.20132527,-1.5417528e-17,-0.20132527,-1.5419062e-17,-0.21,-1.5512293e-17,-0.21,-1.5511583e-17,-0.21,-1.5492319e-17,-0.21,-1.549512e-17,-0.21,-1.5492412e-17,-0.21,-1.5499232e-17,-0.21,-1.5500217e-17,-0.21,-1.5490327e-17,-0.21,-1.5497948e-17,-0.21,-1.5494197e-17,-0.18483182,-1.5161426e-17,-0.21,-1.5512279e-17,-0.21,-1.551437e-17,-0.21,-1.5513765e-17,-0.21,-1.5517239e-17,-0.20097554,-1.5423291e-17,-0.20097554,-1.5419207e-17,-0.20097554,-1.5425733e-17,-0.20097554,-1.5421213e-17,-0.21,-1.5512429e-17,-0.20097554,-1.5424141e-17,-0.20097554,-1.5427409e-17,-0.20097554,-1.5423195e-17,-0.20097554,-1.5415428e-17,-0.20097554,-1.5415093e-17,-0.20097554,-1.5425113e-17,-0.20097554,-1.5425841e-17,-0.20097554,-1.5417061e-17,-0.20076893,-1.5413727e-17,-0.20097554,-1.5415439e-17,-0.20097554,-1.5417399e-17,-0.20076893,-1.5417841e-17,-0.20076893,-1.5419185e-17
-0.216,-1.5580491e-17,-0.216,-1.5570325e-17,-0.216,-1.5563294e-17,-0.19613662,-1.5358214e-17,-0.216,-1.5547712e-17,-0.216,-1.5557866e-17,-0.216,-1.5557221e-17,-0.216,-1.5555744e-17,-0.20732527,-1.5464432e-17,-0.20732527,-1.5482435e-17,-0.20732527,-1.546801e-17,-0.216,-1.5569579e-17,-0.216,-1.5570346e-17,-0.216,-1.5561139e-17,-0.216,-1.5567052e-17,-0.216,-1.5571435e-17,-0.216,-1.5567071e-17,-0.216,-1.5570401e-17,-0.216,-1.5562918e-17,-0.216,-1.5565764e-17,-0.216,-1.556867e-17,-0.19083182,-1.5306392e-17,-0.216,-1.5570461e-17,-0.216,-1.5568003e-17,-0.216,-1.5568523e-17,-0.216,-1.5567646e-17,-0.20697554,-1.5480673e-17,-0.20697554,-1.5483802e-17,-0.20697554,-1.5476866e-17,-0.20697554,-1.548466e-17,-0.216,-1.5562726e-17,-0.20697554,-1.5480661e-17,-0.20697554,-1.548556e-17,-0.20697554,-1.5487703e-17,-0.20697554,-1.5485163e-17,-0.20697554,-1.5476089e-17,-0.20697554,-1.5484639e-17,-0.20697554,-1.5488101e-17,-0.20697554,-1.5485378e-17,-0.20676893,-1.5478698e-17,-0.20697554,-1.5482764e-17,-0.20697554,-1.5473974e-17,-0.20676893,-1.546277e-17,-0.20676893,-1.5475367e-17
-0.222,-1.5636643e-17,-0.222,-1.5627595e-17,-0.222,-1.5618744e-17,-0.20213662,-1.5421019e-17,-0.222,-1.5606495e-17,-0.222,-1.5607482e-17,-0.222,-1.5611069e-17,-0.222,-1.5611475e-17,-0.21332527,-1.554485e-17,-0.21332527,-1.5550065e-17,-0.21332527,-1.5511854e-17,-0.222,-1.5620386e-17,-0.222,-1.5622523e-17,-0.222,-1.5623858e-17,-0.222,-1.5624084e-17,-0.222,-1.5630011e-17,-0.222,-1.5625942e-17,-0.222,-1.5637248e-17,-0.222,-1.5636697e-17,-0.222,-1.5635832e-17,-0.222,-1.5622152e-17,-0.19683182,-1.5377334e-17,-0.222,-1.5621815e-17,-0.222,-1.5620024e-17,-0.222,-1.562102e-17,-0.222,-1.5620826e-17,-0.21297554,-1.5543936e-17,-0.21297554,-1.5549296e-17,-0.21297554,-1.5546281e-17,-0.21297554,-1.5542538e-17,-0.222,-1.5618293e-17,-0.21297554,-1.5549e-17,-0.21297554,-1.5548309e-17,-0.21297554,-1.554887e-17,-0.21297554,-1.5550009e-17,-0.21297554,-1.5534837e-17,-0.21297554,-1.5550946e-17,-0.21297554,-1.5549273e-17,-0.21297554,-1.5550549e-17,-0.21276893,-1.5547209e-17,-0.21297554,-1.5550269e-17,-0.21297554,-1.5550037e-17,-0.21276893,-1.5546043e-17,-0.21276893,-1.5548542e-17
-0.228,-1.5701112e-17,-0.228,-1.5685807e-17,-0.228,-1.5679645e-17,-0.20813662,-1.5471759e-17,-0.228,-1.5666094e-17,-0.228,-1.5664077e-17,-0.228,-1.5669488e-17,-0.228,-1.5667548e-17,-0.21932527,-1.5591734e-17,-0.21932527,-1.5593235e-17,-0.21932527,-1.560347e-17,-0.228,-1.5687596e-17,-0.228,-1.5686494e-17,-0.228,-1.5685064e-17,-0.228,-1.5682775e-17,-0.228,-1.5687338e-17,-0.228,-1.5684307e-17,-0.228,-1.5711271e-17,-0.228,-1.5687524e-17,-0.228,-1.5682861e-17,-0.228,-1.5677864e-17,-0.20283182,-1.543741e-17,-0.228,-1.5687551e-17,-0.228,-1.571381e-17,-0.228,-1.5678884e-17,-0.228,-1.5678611e-17,-0.21897554,-1.5592144e-17,-0.21897554,-1.5591645e-17,-0.21897554,-1.5592453e-17,-0.21897554,-1.5590333e-17,-0.228,-1.567979e-17,-0.21897554,-1.560474e-17,-0.21897554,-1.5593463e-17,-0.21897554,-1.5593695e-17,-0.21897554,-1.5592205e-17,-0.21897554,-1.5590681e-17,-0.21897554,-1.5590974e-17,-0.21897554,-1.5594063e-17,-0.21897554,-1.5594496e-17,-0.21876893,-1.5593669e-17,-0.21897554,-1.5595878e-17,-0.21897554,-1.5595527e-17,-0.21876893,-1.5594861e-17,-0.21876893,-1.5596103e-17
-0.234,-1.5778041e-17,-0.234,-1.5757677e-17,-0.234,-1.5751561e-17,-0.21413662,-1.5544524e-17,-0.234,-1.5733298e-17,-0.234,-1.5736459e-17,-0.234,-1.5739043e-17,-0.234,-1.5743147e-17,-0.22532527,-1.5650383e-17,-0.22532527,-1.5652599e-17,-0.22532527,-1.5655004e-17,-0.234,-1.5755483e-17,-0.234,-1.5759264e-17,-0.234,-1.5753454e-17,-0.234,-1.5760364e-17,-0.234,-1.5754954e-17,-0.234,-1.5756526e-17,-0.234,-1.5794858e-17,-0.234,-1.5753914e-17,-0.234,-1.5751856e-17,-0.234,-1.5756101e-17,-0.20883182,-1.5482123e-17,-0.234,-1.5752009e-17,-0.234,-1.5747755e-17,-0.234,-1.5746024e-17,-0.234,-1.5747473e-17,-0.22497554,-1.5649019e-17,-0.22497554,-1.5648734e-17,-0.22497554,-1.5649401e-17,-0.22497554,-1.564937e-17,-0.234,-1.5745405e-17,-0.22497554,-1.5646679e-17,-0.22497554,-1.5649615e-17,-0.22497554,-1.5650139e-17,-0.22497554,-1.5650849e-17,-0.22497554,-1.5650278e-17,-0.22497554,-1.5652381e-17,-0.22497554,-1.5652091e-17,-0.22497554,-1.5649248e-17,-0.22476893,-1.5648925e-17,-0.22497554,-1.5653221e-17,-0.22497554,-1.5652175e-17,-0.22476893,-1.5650266e-17,-0.22476893,-1.5650169e-17
-0.24,-1.5915356e-17,-0.24,-1.5889482e-17,-0.24,-1.5874486e-17,-0.22013662,-1.5590976e-17,-0.24,-1.5854101e-17,-0.24,-1.5850149e-17,-0.24,-1.5847842e-17,-0.24,-1.5862288e-17,-0.23132527,-1.5695103e-17,-0.23132527,-1.5707213e-17,-0.23132527,-1.5714406e-17,-0.24,-1.5877675e-17,-0.24,-1.5843277e-17,-0.24,-1.5876736e-17,-0.24,-1.5879186e-17,-0.24,-1.5876601e-17,-0.24,-1.5877075e-17,-0.24,-1.5878191e-17,-0.24,-1.5870694e-17,-0.24,-1.5875808e-17,-0.24,-1.5873641e-17,-0.21483182,-1.556012e-17,-0.24,-1.5873792e-17,-0.24,-1.5872721e-17,-0.24,-1.5871385e-17,-0.24,-1.5872597e-17,-0.23097554,-1.5707531e-17,-0.23097554,-1.5698159e-17,-0.23097554,-1.5704153e-17,-0.23097554,-1.5707805e-17,-0.24,-1.5876577e-17,-0.23097554,-1.5707326e-17,-0.23097554,-1.5705654e-17,-0.23097554,-1.5708872e-17,-0.23097554,-1.5710698e-17,-0.23097554,-1.5709446e-17,-0.23097554,-1.5709844e-17,-0.23097554,-1.5709981e-17,-0.23097554,-1.5709041e-17,-0.23076893,-1.5708689e-17,-0.23097554,-1.5710166e-17,-0.23097554,-1.5709215e-17,-0.23076893,-1.5709222e-17,-0.23076893,-1.5757168e-17
-0.246,-1.6003828e-17,-0.246,-1.5973835e-17,-0.246,-1.5941339e-17,-0.22613662,-1.565375e-17,-0.246,-1.592906e-17,-0.246,-1.5828726e-17,-0.246,-1.5927274e-17,-0.246,-1.5932982e-17,-0.23732527,-1.5827545e-17,-0.23732527,-1.583377e-17,-0.23732527,-1.583844e-17,-0.246,-1.585848e-17,-0.246,-1.5946455e-17,-0.246,-1.5855919e-17,-0.246,-1.5842317e-17,-0.246,-1.5947126e-17,-0.246,-1.595215e-17,-0.246,-1.5849923e-17,-0.246,-1.5943319e-17,-0.246,-1.5940154e-17,-0.246,-1.5944215e-17,-0.22083182,-1.5610612e-17,-0.246,-1.5944516e-17,-0.246,-1.5944028e-17,-0.246,-1.5946811e-17,-0.246,-1.5947048e-17,-0.23697554,-1.5827871e-17,-0.23697554,-1.5820467e-17,-0.23697554,-1.5827794e-17,-0.23697554,-1.5828641e-17,-0.246,-1.5846983e-17,-0.23697554,-1.5819525e-17,-0.23697554,-1.5833119e-17,-0.23697554,-1.5832516e-17,-0.23697554,-1.583227e-17,-0.23697554,-1.5832592e-17,-0.23697554,-1.5834345e-17,-0.23697554,-1.5833517e-17,-0.23697554,-1.5834348e-17,-0.23676893,-1.583336e-17,-0.23697554,-1.5834462e-17,-0.23697554,-1.5833989e-17,-0.23676893,-1.5832568e-17,-0.23676893,-1.5832012e-17
