c(g:g)(CV_Vd_n1191_ac_des) X,c(g:g)(CV_Vd_n1191_ac_des) Y,c(g:g)(CV_Vd_n1217_ac_des) X,c(g:g)(CV_Vd_n1217_ac_des) Y,c(g:g)(CV_Vd_n1237_ac_des) X,c(g:g)(CV_Vd_n1237_ac_des) Y,c(g:g)(CV_Vd_n1257_ac_des) X,c(g:g)(CV_Vd_n1257_ac_des) Y,c(g:g)(CV_Vd_n1277_ac_des) X,c(g:g)(CV_Vd_n1277_ac_des) Y,c(g:g)(CV_Vd_n1297_ac_des) X,c(g:g)(CV_Vd_n1297_ac_des) Y,c(g:g)(CV_Vd_n1317_ac_des) X,c(g:g)(CV_Vd_n1317_ac_des) Y,c(g:g)(CV_Vd_n1337_ac_des) X,c(g:g)(CV_Vd_n1337_ac_des) Y,c(g:g)(CV_Vd_n1357_ac_des) X,c(g:g)(CV_Vd_n1357_ac_des) Y,c(g:g)(CV_Vd_n1377_ac_des) X,c(g:g)(CV_Vd_n1377_ac_des) Y,c(g:g)(CV_Vd_n1397_ac_des) X,c(g:g)(CV_Vd_n1397_ac_des) Y,c(g:g)(CV_Vd_n1417_ac_des) X,c(g:g)(CV_Vd_n1417_ac_des) Y,c(g:g)(CV_Vd_n1437_ac_des) X,c(g:g)(CV_Vd_n1437_ac_des) Y,c(g:g)(CV_Vd_n1457_ac_des) X,c(g:g)(CV_Vd_n1457_ac_des) Y,c(g:g)(CV_Vd_n1477_ac_des) X,c(g:g)(CV_Vd_n1477_ac_des) Y,c(g:g)(CV_Vd_n1497_ac_des) X,c(g:g)(CV_Vd_n1497_ac_des) Y,c(g:g)(CV_Vd_n1517_ac_des) X,c(g:g)(CV_Vd_n1517_ac_des) Y,c(g:g)(CV_Vd_n1537_ac_des) X,c(g:g)(CV_Vd_n1537_ac_des) Y,c(g:g)(CV_Vd_n1557_ac_des) X,c(g:g)(CV_Vd_n1557_ac_des) Y,c(g:g)(CV_Vd_n1577_ac_des) X,c(g:g)(CV_Vd_n1577_ac_des) Y,c(g:g)(CV_Vd_n1597_ac_des) X,c(g:g)(CV_Vd_n1597_ac_des) Y,c(g:g)(CV_Vd_n1617_ac_des) X,c(g:g)(CV_Vd_n1617_ac_des) Y,c(g:g)(CV_Vd_n1637_ac_des) X,c(g:g)(CV_Vd_n1637_ac_des) Y,c(g:g)(CV_Vd_n1657_ac_des) X,c(g:g)(CV_Vd_n1657_ac_des) Y,c(g:g)(CV_Vd_n1677_ac_des) X,c(g:g)(CV_Vd_n1677_ac_des) Y,c(g:g)(CV_Vd_n1697_ac_des) X,c(g:g)(CV_Vd_n1697_ac_des) Y,c(g:g)(CV_Vd_n1717_ac_des) X,c(g:g)(CV_Vd_n1717_ac_des) Y,c(g:g)(CV_Vd_n1737_ac_des) X,c(g:g)(CV_Vd_n1737_ac_des) Y,c(g:g)(CV_Vd_n1757_ac_des) X,c(g:g)(CV_Vd_n1757_ac_des) Y,c(g:g)(CV_Vd_n1777_ac_des) X,c(g:g)(CV_Vd_n1777_ac_des) Y,c(g:g)(CV_Vd_n1797_ac_des) X,c(g:g)(CV_Vd_n1797_ac_des) Y,c(g:g)(CV_Vd_n1817_ac_des) X,c(g:g)(CV_Vd_n1817_ac_des) Y,c(g:g)(CV_Vd_n1837_ac_des) X,c(g:g)(CV_Vd_n1837_ac_des) Y,c(g:g)(CV_Vd_n1857_ac_des) X,c(g:g)(CV_Vd_n1857_ac_des) Y,c(g:g)(CV_Vd_n1877_ac_des) X,c(g:g)(CV_Vd_n1877_ac_des) Y,c(g:g)(CV_Vd_n1897_ac_des) X,c(g:g)(CV_Vd_n1897_ac_des) Y,c(g:g)(CV_Vd_n1917_ac_des) X,c(g:g)(CV_Vd_n1917_ac_des) Y,c(g:g)(CV_Vd_n1937_ac_des) X,c(g:g)(CV_Vd_n1937_ac_des) Y,c(g:g)(CV_Vd_n1957_ac_des) X,c(g:g)(CV_Vd_n1957_ac_des) Y,c(g:g)(CV_Vd_n1977_ac_des) X,c(g:g)(CV_Vd_n1977_ac_des) Y,c(g:g)(CV_Vd_n1997_ac_des) X,c(g:g)(CV_Vd_n1997_ac_des) Y,c(g:g)(CV_Vd_n2017_ac_des) X,c(g:g)(CV_Vd_n2017_ac_des) Y,c(g:g)(CV_Vd_n2037_ac_des) X,c(g:g)(CV_Vd_n2037_ac_des) Y,c(g:g)(CV_Vd_n2057_ac_des) X,c(g:g)(CV_Vd_n2057_ac_des) Y
-0.162,3.0845794e-17,-0.162,3.0756398e-17,-0.162,3.0632932e-17,-0.14213662,3.0199836e-17,-0.162,3.0405086e-17,-0.162,3.0298449e-17,-0.162,3.0198213e-17,-0.162,3.009194e-17,-0.15332527,2.9875048e-17,-0.15332527,2.9771847e-17,-0.15332527,2.9690472e-17,-0.162,2.9727345e-17,-0.162,2.9638067e-17,-0.162,2.9552078e-17,-0.162,2.9472967e-17,-0.162,2.9554325e-17,-0.162,2.9319019e-17,-0.162,2.9246237e-17,-0.162,2.9174952e-17,-0.162,2.9107396e-17,-0.162,2.9047669e-17,-0.13683182,2.8666409e-17,-0.162,2.909697e-17,-0.162,2.8857469e-17,-0.162,2.8801276e-17,-0.162,2.87462e-17,-0.15297554,2.8586263e-17,-0.15297554,2.8536029e-17,-0.15297554,2.8490793e-17,-0.15297554,2.8444628e-17,-0.162,2.8655947e-17,-0.15297554,2.8362333e-17,-0.15297554,2.8323499e-17,-0.15297554,2.8286432e-17,-0.15297554,2.8250047e-17,-0.15297554,2.8214496e-17,-0.15297554,2.8183586e-17,-0.15297554,2.815319e-17,-0.15297554,2.8125124e-17,-0.15276893,2.8096171e-17,-0.15297554,2.8072759e-17,-0.15297554,2.804844e-17,-0.15276893,2.802335e-17,-0.15276893,2.8000295e-17
-0.168,3.0953598e-17,-0.168,3.086341e-17,-0.168,3.0735194e-17,-0.14813662,3.0292171e-17,-0.168,3.0500056e-17,-0.168,3.0390868e-17,-0.168,3.0283315e-17,-0.168,3.0190283e-17,-0.15932527,2.9957731e-17,-0.15932527,2.9861413e-17,-0.15932527,2.97697e-17,-0.168,2.9811755e-17,-0.168,2.9726251e-17,-0.168,2.9642296e-17,-0.168,2.9560153e-17,-0.168,2.9486603e-17,-0.168,2.957038e-17,-0.168,2.9330997e-17,-0.168,2.9259365e-17,-0.168,2.9189002e-17,-0.168,2.912157e-17,-0.14283182,2.8746808e-17,-0.168,2.8995816e-17,-0.168,2.909061e-17,-0.168,2.8877326e-17,-0.168,2.8821886e-17,-0.15897554,2.8651082e-17,-0.15897554,2.8607541e-17,-0.15897554,2.8560738e-17,-0.15897554,2.8513605e-17,-0.168,2.8577847e-17,-0.15897554,2.842532e-17,-0.15897554,2.8388543e-17,-0.15897554,2.8549402e-17,-0.15897554,2.8514409e-17,-0.15897554,2.8272536e-17,-0.15897554,2.8245126e-17,-0.15897554,2.821945e-17,-0.15897554,2.8183684e-17,-0.15876893,2.815299e-17,-0.15897554,2.8135702e-17,-0.15897554,2.8310291e-17,-0.15876893,2.8282362e-17,-0.15876893,2.8062466e-17
-0.174,3.1064604e-17,-0.174,3.0972952e-17,-0.174,3.084259e-17,-0.15413662,3.0387265e-17,-0.174,3.0601126e-17,-0.174,3.0490817e-17,-0.174,3.0381754e-17,-0.174,3.0280618e-17,-0.16532527,3.0044935e-17,-0.16532527,2.9951856e-17,-0.16532527,2.9861084e-17,-0.174,2.9903354e-17,-0.174,2.9817834e-17,-0.174,2.9729852e-17,-0.174,2.964821e-17,-0.174,2.9568871e-17,-0.174,2.9492046e-17,-0.174,2.9416094e-17,-0.174,2.9344717e-17,-0.174,2.9273748e-17,-0.174,2.938062e-17,-0.14883182,2.8943418e-17,-0.174,2.9209709e-17,-0.174,2.9015637e-17,-0.174,2.8957736e-17,-0.174,2.8899604e-17,-0.16497554,2.8730711e-17,-0.16497554,2.8680429e-17,-0.16497554,2.8632116e-17,-0.16497554,2.8585885e-17,-0.174,2.8651246e-17,-0.16497554,2.8499371e-17,-0.16497554,2.8459094e-17,-0.16497554,2.8416632e-17,-0.16497554,2.838382e-17,-0.16497554,2.8349571e-17,-0.16497554,2.8316225e-17,-0.16497554,2.828831e-17,-0.16497554,2.8257164e-17,-0.16476893,2.8224956e-17,-0.16497554,2.8199099e-17,-0.16497554,2.8175141e-17,-0.16476893,2.8148217e-17,-0.16476893,2.8124414e-17
-0.18,3.1178496e-17,-0.18,3.1084042e-17,-0.18,3.0957683e-17,-0.16013662,3.0484139e-17,-0.18,3.0705714e-17,-0.18,3.0592085e-17,-0.18,3.0485462e-17,-0.18,3.0382687e-17,-0.17132527,3.0139676e-17,-0.17132527,3.0044247e-17,-0.17132527,2.9952244e-17,-0.18,2.999897e-17,-0.18,2.9915003e-17,-0.18,2.9822279e-17,-0.18,2.98931e-17,-0.18,2.9807494e-17,-0.18,2.9575219e-17,-0.18,2.9503811e-17,-0.18,2.9429046e-17,-0.18,2.9490448e-17,-0.18,2.9503074e-17,-0.15483182,2.8884565e-17,-0.18,2.9168415e-17,-0.18,2.925726e-17,-0.18,2.9039518e-17,-0.18,2.8982788e-17,-0.17097554,2.8807233e-17,-0.17097554,2.8755978e-17,-0.17097554,2.8706911e-17,-0.17097554,2.8659595e-17,-0.18,2.8728586e-17,-0.17097554,2.8571181e-17,-0.17097554,2.8530093e-17,-0.17097554,2.8490637e-17,-0.17097554,2.8453649e-17,-0.17097554,2.8418244e-17,-0.17097554,2.838476e-17,-0.17097554,2.8352696e-17,-0.17097554,2.8322262e-17,-0.17076893,2.8291577e-17,-0.17097554,2.8266396e-17,-0.17097554,2.8239475e-17,-0.17076893,2.821227e-17,-0.17076893,2.81882e-17
-0.186,3.1296614e-17,-0.186,3.119797e-17,-0.186,3.1075121e-17,-0.16613662,3.0584754e-17,-0.186,3.0811707e-17,-0.186,3.0692065e-17,-0.186,3.0586245e-17,-0.186,3.047971e-17,-0.17732527,3.0234929e-17,-0.17732527,3.0144957e-17,-0.17732527,3.0047675e-17,-0.186,3.0085133e-17,-0.186,3.0011411e-17,-0.186,2.9917183e-17,-0.186,2.9830666e-17,-0.186,2.9757189e-17,-0.186,2.9665394e-17,-0.186,2.960013e-17,-0.186,2.9507588e-17,-0.186,2.9447222e-17,-0.186,2.9379579e-17,-0.16083182,2.8960252e-17,-0.186,2.9248569e-17,-0.186,2.918357e-17,-0.186,2.9121217e-17,-0.186,2.9063848e-17,-0.17697554,2.8886589e-17,-0.17697554,2.8834386e-17,-0.17697554,2.8784689e-17,-0.17697554,2.8736764e-17,-0.186,2.8808932e-17,-0.17697554,2.8644126e-17,-0.17697554,2.8603466e-17,-0.17697554,2.8562151e-17,-0.17697554,2.8525781e-17,-0.17697554,2.8488779e-17,-0.17697554,2.8454782e-17,-0.17697554,2.8422269e-17,-0.17697554,2.8392223e-17,-0.17676893,2.8361272e-17,-0.17697554,2.8333511e-17,-0.17697554,2.8306396e-17,-0.17676893,2.8280346e-17,-0.17676893,2.8256564e-17
-0.192,3.1422957e-17,-0.192,3.1321672e-17,-0.192,3.117745e-17,-0.17213662,3.0686142e-17,-0.192,3.0916841e-17,-0.192,3.0797972e-17,-0.192,3.0692236e-17,-0.192,3.0559939e-17,-0.18332527,3.0466156e-17,-0.18332527,3.0237859e-17,-0.18332527,3.0154368e-17,-0.192,3.0193041e-17,-0.192,3.0252129e-17,-0.192,3.0145705e-17,-0.192,2.9919636e-17,-0.192,2.9975769e-17,-0.192,2.9943072e-17,-0.192,2.9688243e-17,-0.192,2.9609654e-17,-0.192,2.9538464e-17,-0.192,2.9465488e-17,-0.16683182,2.9041559e-17,-0.192,2.933933e-17,-0.192,2.926809e-17,-0.192,2.9204398e-17,-0.192,2.9145928e-17,-0.18297554,2.8958408e-17,-0.18297554,2.8916506e-17,-0.18297554,2.8865953e-17,-0.18297554,2.8817771e-17,-0.192,2.9084258e-17,-0.18297554,2.871974e-17,-0.18297554,2.8673009e-17,-0.18297554,2.8640421e-17,-0.18297554,2.8597803e-17,-0.18297554,2.85658e-17,-0.18297554,2.8526478e-17,-0.18297554,2.8492604e-17,-0.18297554,2.8463856e-17,-0.18276893,2.8434269e-17,-0.18297554,2.8402683e-17,-0.18297554,2.8375322e-17,-0.18276893,2.8350804e-17,-0.18276893,2.8324913e-17
-0.198,3.1551197e-17,-0.198,3.144514e-17,-0.198,3.1302177e-17,-0.17813662,3.0791992e-17,-0.198,3.1017677e-17,-0.198,3.0905589e-17,-0.198,3.0790446e-17,-0.198,3.0700177e-17,-0.18932527,3.0417504e-17,-0.18932527,3.0331983e-17,-0.18932527,3.0238313e-17,-0.198,3.0299415e-17,-0.198,3.0203559e-17,-0.198,3.0254184e-17,-0.198,3.0198111e-17,-0.198,3.0120158e-17,-0.198,2.9860449e-17,-0.198,2.9779978e-17,-0.198,2.9856405e-17,-0.198,2.9632005e-17,-0.198,2.9696544e-17,-0.17283182,2.9262942e-17,-0.198,2.942723e-17,-0.198,2.93627e-17,-0.198,2.9294457e-17,-0.198,2.9234216e-17,-0.18897554,2.9047296e-17,-0.18897554,2.899154e-17,-0.18897554,2.892954e-17,-0.18897554,2.8892259e-17,-0.198,2.8969427e-17,-0.18897554,2.8793335e-17,-0.18897554,2.8750759e-17,-0.18897554,2.8713288e-17,-0.18897554,2.8673119e-17,-0.18897554,2.8636104e-17,-0.18897554,2.8602421e-17,-0.18897554,2.8569277e-17,-0.18897554,2.8538268e-17,-0.18876893,2.850949e-17,-0.18897554,2.848296e-17,-0.18897554,2.8458127e-17,-0.18876893,2.8418464e-17,-0.18876893,2.839354e-17
-0.204,3.1682556e-17,-0.204,3.1571367e-17,-0.204,3.1423854e-17,-0.18413662,3.0900366e-17,-0.204,3.1141794e-17,-0.204,3.1021157e-17,-0.204,3.0907586e-17,-0.204,3.0795683e-17,-0.19532527,3.0699765e-17,-0.19532527,3.0422642e-17,-0.19532527,3.0332002e-17,-0.204,3.0554966e-17,-0.204,3.0454052e-17,-0.204,3.036916e-17,-0.204,3.0126472e-17,-0.204,3.0037097e-17,-0.204,2.9958623e-17,-0.204,3.0029903e-17,-0.204,2.9803136e-17,-0.204,2.9865129e-17,-0.204,2.9659807e-17,-0.17883182,2.9363977e-17,-0.204,2.9518912e-17,-0.204,2.9445513e-17,-0.204,2.9371543e-17,-0.204,2.9324919e-17,-0.19497554,2.913191e-17,-0.19497554,2.9079858e-17,-0.19497554,2.901721e-17,-0.19497554,2.897392e-17,-0.204,2.9055265e-17,-0.19497554,2.8878073e-17,-0.19497554,2.8836095e-17,-0.19497554,2.8796591e-17,-0.19497554,2.8757168e-17,-0.19497554,2.8716124e-17,-0.19497554,2.8680643e-17,-0.19497554,2.8650379e-17,-0.19497554,2.8621884e-17,-0.19476893,2.8593792e-17,-0.19497554,2.8566755e-17,-0.19497554,2.8538622e-17,-0.19476893,2.8510348e-17,-0.19476893,2.8467692e-17
-0.21,3.1821194e-17,-0.21,3.1703076e-17,-0.21,3.1551117e-17,-0.19013662,3.1002781e-17,-0.21,3.1258593e-17,-0.21,3.1156303e-17,-0.21,3.1021593e-17,-0.21,3.0903665e-17,-0.20132527,3.065805e-17,-0.20132527,3.0523243e-17,-0.20132527,3.0444938e-17,-0.21,3.0500154e-17,-0.21,3.0411224e-17,-0.21,3.0455326e-17,-0.21,3.0387871e-17,-0.21,3.0285766e-17,-0.21,3.0212595e-17,-0.21,3.0123676e-17,-0.21,3.0078324e-17,-0.21,2.9967463e-17,-0.21,2.994662e-17,-0.18483182,2.946024e-17,-0.21,2.960656e-17,-0.21,2.9534507e-17,-0.21,2.9474592e-17,-0.21,2.9420618e-17,-0.20097554,2.9220802e-17,-0.20097554,2.9165273e-17,-0.20097554,2.9086308e-17,-0.20097554,2.9039334e-17,-0.21,2.9146596e-17,-0.20097554,2.8963282e-17,-0.20097554,2.8916563e-17,-0.20097554,2.8875972e-17,-0.20097554,2.8834631e-17,-0.20097554,2.8820484e-17,-0.20097554,2.8761018e-17,-0.20097554,2.8728057e-17,-0.20097554,2.869757e-17,-0.20076893,2.8660101e-17,-0.20097554,2.8631125e-17,-0.20097554,2.8602679e-17,-0.20076893,2.8589895e-17,-0.20076893,2.854471e-17
-0.216,3.1965581e-17,-0.216,3.1840525e-17,-0.216,3.1680165e-17,-0.19613662,3.1117532e-17,-0.216,3.1385271e-17,-0.216,3.1260264e-17,-0.216,3.1133792e-17,-0.216,3.1032529e-17,-0.20732527,3.0898873e-17,-0.20732527,3.0654093e-17,-0.20732527,3.0698093e-17,-0.216,3.0617785e-17,-0.216,3.0517492e-17,-0.216,3.0565455e-17,-0.216,3.0446707e-17,-0.216,3.0255447e-17,-0.216,3.0308947e-17,-0.216,3.0089365e-17,-0.216,3.0144789e-17,-0.216,3.0030329e-17,-0.216,2.985227e-17,-0.19083182,2.9379267e-17,-0.216,2.9696269e-17,-0.216,2.9638299e-17,-0.216,2.9573681e-17,-0.216,2.9518425e-17,-0.20697554,2.9312342e-17,-0.20697554,2.9256024e-17,-0.20697554,2.9202633e-17,-0.20697554,2.91342e-17,-0.216,2.9239831e-17,-0.20697554,2.905174e-17,-0.20697554,2.9007761e-17,-0.20697554,2.8976023e-17,-0.20697554,2.8920139e-17,-0.20697554,2.8881561e-17,-0.20697554,2.8845482e-17,-0.20697554,2.8814168e-17,-0.20697554,2.8775912e-17,-0.20676893,2.8749614e-17,-0.20697554,2.8728538e-17,-0.20697554,2.8694432e-17,-0.20676893,2.8667698e-17,-0.20676893,2.863081e-17
-0.222,3.2116724e-17,-0.222,3.198731e-17,-0.222,3.1819094e-17,-0.20213662,3.1236412e-17,-0.222,3.1516072e-17,-0.222,3.1382459e-17,-0.222,3.1272589e-17,-0.222,3.1141055e-17,-0.21332527,3.0869729e-17,-0.21332527,3.0767116e-17,-0.21332527,3.0817736e-17,-0.222,3.0735578e-17,-0.222,3.0637297e-17,-0.222,3.0541043e-17,-0.222,3.0454345e-17,-0.222,3.0369439e-17,-0.222,3.0280032e-17,-0.222,3.0337916e-17,-0.222,3.0222569e-17,-0.222,3.0187215e-17,-0.222,2.9967019e-17,-0.19683182,2.947596e-17,-0.222,2.9813976e-17,-0.222,2.9746286e-17,-0.222,2.9683254e-17,-0.222,2.9619316e-17,-0.21297554,2.9402871e-17,-0.21297554,2.935157e-17,-0.21297554,2.929654e-17,-0.21297554,2.9242537e-17,-0.222,2.9337538e-17,-0.21297554,2.9144654e-17,-0.21297554,2.9097978e-17,-0.21297554,2.9053409e-17,-0.21297554,2.9011868e-17,-0.21297554,2.897073e-17,-0.21297554,2.8934641e-17,-0.21297554,2.8900312e-17,-0.21297554,2.8865485e-17,-0.21276893,2.8825587e-17,-0.21297554,2.8799902e-17,-0.21297554,2.8767316e-17,-0.21276893,2.8737298e-17,-0.21276893,2.8714772e-17
-0.228,3.2276669e-17,-0.228,3.2141751e-17,-0.228,3.1961703e-17,-0.20813662,3.1357994e-17,-0.228,3.1646268e-17,-0.228,3.1514147e-17,-0.228,3.1392087e-17,-0.228,3.1269389e-17,-0.21932527,3.0987121e-17,-0.21932527,3.087586e-17,-0.21932527,3.0875699e-17,-0.228,3.0851363e-17,-0.228,3.0757328e-17,-0.228,3.0657045e-17,-0.228,3.0566443e-17,-0.228,3.0476747e-17,-0.228,3.0395585e-17,-0.228,3.0470474e-17,-0.228,3.0229257e-17,-0.228,3.0149292e-17,-0.228,3.0069585e-17,-0.20283182,2.9579764e-17,-0.228,2.9932206e-17,-0.228,3.000573e-17,-0.228,2.978953e-17,-0.228,2.9725468e-17,-0.21897554,2.9507144e-17,-0.21897554,2.9441512e-17,-0.21897554,2.9392485e-17,-0.21897554,2.9338568e-17,-0.228,2.9441296e-17,-0.21897554,2.9363917e-17,-0.21897554,2.9192687e-17,-0.21897554,2.9139146e-17,-0.21897554,2.9101592e-17,-0.21897554,2.9069233e-17,-0.21897554,2.9027022e-17,-0.21897554,2.8994586e-17,-0.21897554,2.8965043e-17,-0.21876893,2.8920306e-17,-0.21897554,2.8886669e-17,-0.21897554,2.8855426e-17,-0.21876893,2.8825461e-17,-0.21876893,2.8797486e-17
-0.234,3.2442868e-17,-0.234,3.2303898e-17,-0.234,3.2112928e-17,-0.21413662,3.1491213e-17,-0.234,3.178751e-17,-0.234,3.1645927e-17,-0.234,3.1521878e-17,-0.234,3.1400113e-17,-0.22532527,3.1103629e-17,-0.22532527,3.1001553e-17,-0.22532527,3.0905222e-17,-0.234,3.0972397e-17,-0.234,3.0873977e-17,-0.234,3.0781439e-17,-0.234,3.0693194e-17,-0.234,3.0600037e-17,-0.234,3.051104e-17,-0.234,3.0579051e-17,-0.234,3.0347922e-17,-0.234,3.0267115e-17,-0.234,3.0190649e-17,-0.20883182,2.982989e-17,-0.234,3.0038132e-17,-0.234,2.9969704e-17,-0.234,2.9902167e-17,-0.234,2.9835856e-17,-0.22497554,2.9609634e-17,-0.22497554,2.9546448e-17,-0.22497554,2.9484719e-17,-0.22497554,2.9439341e-17,-0.234,2.9546277e-17,-0.22497554,2.9340303e-17,-0.22497554,2.9290508e-17,-0.22497554,2.9236078e-17,-0.22497554,2.919907e-17,-0.22497554,2.9163043e-17,-0.22497554,2.9125041e-17,-0.22497554,2.9086492e-17,-0.22497554,2.9057648e-17,-0.22476893,2.9007719e-17,-0.22497554,2.8977505e-17,-0.22497554,2.8957941e-17,-0.22476893,2.892684e-17,-0.22476893,2.8892701e-17
-0.24,3.2624108e-17,-0.24,3.2475561e-17,-0.24,3.2271284e-17,-0.22013662,3.1622341e-17,-0.24,3.1931366e-17,-0.24,3.1787349e-17,-0.24,3.1656381e-17,-0.24,3.153542e-17,-0.23132527,3.1231609e-17,-0.23132527,3.1122065e-17,-0.23132527,3.1018171e-17,-0.24,3.1107026e-17,-0.24,3.1188326e-17,-0.24,3.0906639e-17,-0.24,3.0818061e-17,-0.24,3.0726503e-17,-0.24,3.0635596e-17,-0.24,3.0551765e-17,-0.24,3.0469071e-17,-0.24,3.0387107e-17,-0.24,3.0309762e-17,-0.21483182,2.9768056e-17,-0.24,3.015932e-17,-0.24,3.0088103e-17,-0.24,3.0019494e-17,-0.24,2.9952583e-17,-0.23097554,2.9717076e-17,-0.23097554,2.9656525e-17,-0.23097554,2.9596622e-17,-0.23097554,2.9540248e-17,-0.24,2.9658914e-17,-0.23097554,2.9432019e-17,-0.23097554,2.9385909e-17,-0.23097554,2.9343268e-17,-0.23097554,2.9303744e-17,-0.23097554,2.9265764e-17,-0.23097554,2.9222646e-17,-0.23097554,2.9184781e-17,-0.23097554,2.9151391e-17,-0.23076893,2.9105881e-17,-0.23097554,2.9076248e-17,-0.23097554,2.9044837e-17,-0.23076893,2.9013404e-17,-0.23076893,2.9104933e-17
-0.246,3.2812517e-17,-0.246,3.265565e-17,-0.246,3.2438342e-17,-0.22613662,3.1756531e-17,-0.246,3.2083366e-17,-0.246,3.2083101e-17,-0.246,3.1799557e-17,-0.246,3.1675976e-17,-0.23732527,3.1360371e-17,-0.23732527,3.1251292e-17,-0.23732527,3.1150391e-17,-0.246,3.1394581e-17,-0.246,3.1142779e-17,-0.246,3.119821e-17,-0.246,3.1111003e-17,-0.246,3.0856976e-17,-0.246,3.0767226e-17,-0.246,3.0817035e-17,-0.246,3.0592642e-17,-0.246,3.0520361e-17,-0.246,3.0435704e-17,-0.22083182,2.9868151e-17,-0.246,3.028423e-17,-0.246,3.0212213e-17,-0.246,3.0142097e-17,-0.246,3.0075123e-17,-0.23697554,2.9830006e-17,-0.23697554,2.976862e-17,-0.23697554,2.9710124e-17,-0.23697554,2.9654008e-17,-0.246,2.9941706e-17,-0.23697554,2.9682741e-17,-0.23697554,2.9501243e-17,-0.23697554,2.9454663e-17,-0.23697554,2.9412591e-17,-0.23697554,2.9370094e-17,-0.23697554,2.9328173e-17,-0.23697554,2.9287315e-17,-0.23697554,2.9249984e-17,-0.23676893,2.9210819e-17,-0.23697554,2.918019e-17,-0.23697554,2.9147817e-17,-0.23676893,2.9113618e-17,-0.23676893,2.9084006e-17
-0.252,3.3017247e-17,-0.252,3.2849035e-17,-0.252,3.2617124e-17,-0.23213662,3.189587e-17,-0.252,3.2237334e-17,-0.252,3.209232e-17,-0.252,3.1951371e-17,-0.252,3.1826014e-17,-0.24332527,3.1504498e-17,-0.24332527,3.1388728e-17,-0.24332527,3.1280679e-17,-0.252,3.1519015e-17,-0.252,3.1280488e-17,-0.252,3.1186993e-17,-0.252,3.1222321e-17,-0.252,3.0997046e-17,-0.252,3.090496e-17,-0.252,3.0932371e-17,-0.252,3.0725703e-17,-0.252,3.0646851e-17,-0.252,3.0570831e-17,-0.22683182,2.9976902e-17,-0.252,3.0415998e-17,-0.252,3.0468946e-17,-0.252,3.0271228e-17,-0.252,3.0203089e-17,-0.24297554,2.99483e-17,-0.24297554,2.988487e-17,-0.24297554,2.9826188e-17,-0.24297554,2.9771375e-17,-0.252,2.9908129e-17,-0.24297554,2.9672529e-17,-0.24297554,2.9615539e-17,-0.24297554,2.9569006e-17,-0.24297554,2.9523992e-17,-0.24297554,2.9480058e-17,-0.24297554,2.9438104e-17,-0.24297554,2.9399118e-17,-0.24297554,2.9360419e-17,-0.24276893,2.9319944e-17,-0.24297554,2.9291127e-17,-0.24297554,2.9256359e-17,-0.24276893,2.9221882e-17,-0.24276893,2.9190308e-17
-0.258,3.3234506e-17,-0.258,3.3046318e-17,-0.258,3.281023e-17,-0.23813662,3.2043306e-17,-0.258,3.2419065e-17,-0.258,3.2255387e-17,-0.258,3.2103629e-17,-0.258,3.1980985e-17,-0.24932527,3.1643466e-17,-0.24932527,3.1529188e-17,-0.24932527,3.1422672e-17,-0.258,3.1538965e-17,-0.258,3.1549721e-17,-0.258,3.1502947e-17,-0.258,3.1238492e-17,-0.258,3.1142286e-17,-0.258,3.1042929e-17,-0.258,3.096631e-17,-0.258,3.0876726e-17,-0.258,3.0790725e-17,-0.258,3.0710441e-17,-0.23283182,3.0089594e-17,-0.258,3.0737278e-17,-0.258,3.0480385e-17,-0.258,3.0409082e-17,-0.258,3.0339439e-17,-0.24897554,3.0071474e-17,-0.24897554,3.0008809e-17,-0.24897554,2.9949006e-17,-0.24897554,2.9894939e-17,-0.258,3.020346e-17,-0.24897554,2.9786373e-17,-0.24897554,2.9735406e-17,-0.24897554,2.968642e-17,-0.24897554,2.9640372e-17,-0.24897554,2.9599366e-17,-0.24897554,2.9552874e-17,-0.24897554,2.951479e-17,-0.24897554,2.9472979e-17,-0.24876893,2.943385e-17,-0.24897554,2.9403303e-17,-0.24897554,2.9371678e-17,-0.24876893,2.9335937e-17,-0.24876893,2.9303999e-17
