c(d:s)(CV_Vd_n1191_ac_des) X,c(d:s)(CV_Vd_n1191_ac_des) Y,c(d:s)(CV_Vd_n1217_ac_des) X,c(d:s)(CV_Vd_n1217_ac_des) Y,c(d:s)(CV_Vd_n1237_ac_des) X,c(d:s)(CV_Vd_n1237_ac_des) Y,c(d:s)(CV_Vd_n1257_ac_des) X,c(d:s)(CV_Vd_n1257_ac_des) Y,c(d:s)(CV_Vd_n1277_ac_des) X,c(d:s)(CV_Vd_n1277_ac_des) Y,c(d:s)(CV_Vd_n1297_ac_des) X,c(d:s)(CV_Vd_n1297_ac_des) Y,c(d:s)(CV_Vd_n1317_ac_des) X,c(d:s)(CV_Vd_n1317_ac_des) Y,c(d:s)(CV_Vd_n1337_ac_des) X,c(d:s)(CV_Vd_n1337_ac_des) Y,c(d:s)(CV_Vd_n1357_ac_des) X,c(d:s)(CV_Vd_n1357_ac_des) Y,c(d:s)(CV_Vd_n1377_ac_des) X,c(d:s)(CV_Vd_n1377_ac_des) Y,c(d:s)(CV_Vd_n1397_ac_des) X,c(d:s)(CV_Vd_n1397_ac_des) Y,c(d:s)(CV_Vd_n1417_ac_des) X,c(d:s)(CV_Vd_n1417_ac_des) Y,c(d:s)(CV_Vd_n1437_ac_des) X,c(d:s)(CV_Vd_n1437_ac_des) Y,c(d:s)(CV_Vd_n1457_ac_des) X,c(d:s)(CV_Vd_n1457_ac_des) Y,c(d:s)(CV_Vd_n1477_ac_des) X,c(d:s)(CV_Vd_n1477_ac_des) Y,c(d:s)(CV_Vd_n1497_ac_des) X,c(d:s)(CV_Vd_n1497_ac_des) Y,c(d:s)(CV_Vd_n1517_ac_des) X,c(d:s)(CV_Vd_n1517_ac_des) Y,c(d:s)(CV_Vd_n1537_ac_des) X,c(d:s)(CV_Vd_n1537_ac_des) Y,c(d:s)(CV_Vd_n1557_ac_des) X,c(d:s)(CV_Vd_n1557_ac_des) Y,c(d:s)(CV_Vd_n1577_ac_des) X,c(d:s)(CV_Vd_n1577_ac_des) Y,c(d:s)(CV_Vd_n1597_ac_des) X,c(d:s)(CV_Vd_n1597_ac_des) Y,c(d:s)(CV_Vd_n1617_ac_des) X,c(d:s)(CV_Vd_n1617_ac_des) Y,c(d:s)(CV_Vd_n1637_ac_des) X,c(d:s)(CV_Vd_n1637_ac_des) Y,c(d:s)(CV_Vd_n1657_ac_des) X,c(d:s)(CV_Vd_n1657_ac_des) Y,c(d:s)(CV_Vd_n1677_ac_des) X,c(d:s)(CV_Vd_n1677_ac_des) Y,c(d:s)(CV_Vd_n1697_ac_des) X,c(d:s)(CV_Vd_n1697_ac_des) Y,c(d:s)(CV_Vd_n1717_ac_des) X,c(d:s)(CV_Vd_n1717_ac_des) Y,c(d:s)(CV_Vd_n1737_ac_des) X,c(d:s)(CV_Vd_n1737_ac_des) Y,c(d:s)(CV_Vd_n1757_ac_des) X,c(d:s)(CV_Vd_n1757_ac_des) Y,c(d:s)(CV_Vd_n1777_ac_des) X,c(d:s)(CV_Vd_n1777_ac_des) Y,c(d:s)(CV_Vd_n1797_ac_des) X,c(d:s)(CV_Vd_n1797_ac_des) Y,c(d:s)(CV_Vd_n1817_ac_des) X,c(d:s)(CV_Vd_n1817_ac_des) Y,c(d:s)(CV_Vd_n1837_ac_des) X,c(d:s)(CV_Vd_n1837_ac_des) Y,c(d:s)(CV_Vd_n1857_ac_des) X,c(d:s)(CV_Vd_n1857_ac_des) Y,c(d:s)(CV_Vd_n1877_ac_des) X,c(d:s)(CV_Vd_n1877_ac_des) Y,c(d:s)(CV_Vd_n1897_ac_des) X,c(d:s)(CV_Vd_n1897_ac_des) Y,c(d:s)(CV_Vd_n1917_ac_des) X,c(d:s)(CV_Vd_n1917_ac_des) Y,c(d:s)(CV_Vd_n1937_ac_des) X,c(d:s)(CV_Vd_n1937_ac_des) Y,c(d:s)(CV_Vd_n1957_ac_des) X,c(d:s)(CV_Vd_n1957_ac_des) Y,c(d:s)(CV_Vd_n1977_ac_des) X,c(d:s)(CV_Vd_n1977_ac_des) Y,c(d:s)(CV_Vd_n1997_ac_des) X,c(d:s)(CV_Vd_n1997_ac_des) Y,c(d:s)(CV_Vd_n2017_ac_des) X,c(d:s)(CV_Vd_n2017_ac_des) Y,c(d:s)(CV_Vd_n2037_ac_des) X,c(d:s)(CV_Vd_n2037_ac_des) Y,c(d:s)(CV_Vd_n2057_ac_des) X,c(d:s)(CV_Vd_n2057_ac_des) Y
-0.156,-5.251708e-19,-0.156,-5.3685658e-19,-0.156,-5.3593427e-19,-0.13613662,-5.3509165e-19,-0.156,-5.3549693e-19,-0.156,-5.3651844e-19,-0.156,-5.3594827e-19,-0.156,-5.3626656e-19,-0.14732527,-5.3667836e-19,-0.14732527,-5.3552397e-19,-0.14732527,-5.3545676e-19,-0.156,-5.3264874e-19,-0.156,-5.3578249e-19,-0.156,-5.3571836e-19,-0.156,-5.3581003e-19,-0.156,-5.3546995e-19,-0.156,-5.3562363e-19,-0.156,-5.3573925e-19,-0.156,-5.3553458e-19,-0.156,-5.2964928e-19,-0.156,-5.3504635e-19,-0.13083182,-5.3434578e-19,-0.156,-5.3546449e-19,-0.156,-5.3503493e-19,-0.156,-5.354062e-19,-0.156,-5.3519626e-19,-0.14697554,-5.3476633e-19,-0.14697554,-5.3451514e-19,-0.14697554,-5.3454738e-19,-0.14697554,-5.346209e-19,-0.156,-5.3469356e-19,-0.14697554,-5.3481608e-19,-0.14697554,-5.3471603e-19,-0.14697554,-5.3465663e-19,-0.14697554,-5.3527415e-19,-0.14697554,-5.3440711e-19,-0.14697554,-5.3422707e-19,-0.14697554,-5.3419319e-19,-0.14697554,-5.3417676e-19,-0.14676893,-5.341765e-19,-0.14697554,-5.3533517e-19,-0.14697554,-5.3529728e-19,-0.14676893,-5.356523e-19,-0.14676893,-5.3521796e-19
-0.162,-5.2307665e-19,-0.162,-5.3704892e-19,-0.162,-5.3686755e-19,-0.14213662,-5.3550198e-19,-0.162,-5.3646352e-19,-0.162,-5.3633642e-19,-0.162,-5.3604432e-19,-0.162,-5.3651214e-19,-0.15332527,-5.3609864e-19,-0.15332527,-5.3572852e-19,-0.15332527,-5.3555866e-19,-0.162,-5.3632268e-19,-0.162,-5.3593469e-19,-0.162,-5.3596043e-19,-0.162,-5.3611722e-19,-0.162,-5.3349898e-19,-0.162,-5.3605783e-19,-0.162,-5.3571183e-19,-0.162,-5.3563677e-19,-0.162,-5.3555343e-19,-0.162,-5.3535316e-19,-0.13683182,-5.3352683e-19,-0.162,-5.3296923e-19,-0.162,-5.3503203e-19,-0.162,-5.3532796e-19,-0.162,-5.352851e-19,-0.15297554,-5.3508483e-19,-0.15297554,-5.3470098e-19,-0.15297554,-5.3537419e-19,-0.15297554,-5.3478679e-19,-0.162,-5.3248846e-19,-0.15297554,-5.3492806e-19,-0.15297554,-5.3496597e-19,-0.15297554,-5.3424857e-19,-0.15297554,-5.3524066e-19,-0.15297554,-5.3459291e-19,-0.15297554,-5.3440995e-19,-0.15297554,-5.3391079e-19,-0.15297554,-5.339155e-19,-0.15276893,-5.3462585e-19,-0.15297554,-5.3603696e-19,-0.15297554,-5.3659547e-19,-0.15276893,-5.3579904e-19,-0.15276893,-5.3554213e-19
-0.168,-5.196307e-19,-0.168,-5.3953039e-19,-0.168,-5.3702226e-19,-0.14813662,-5.3575227e-19,-0.168,-5.3697137e-19,-0.168,-5.3634733e-19,-0.168,-5.3399729e-19,-0.168,-5.362967e-19,-0.15932527,-5.3607004e-19,-0.15932527,-5.360048e-19,-0.15932527,-5.3586296e-19,-0.168,-5.3612068e-19,-0.168,-5.3551195e-19,-0.168,-5.3657766e-19,-0.168,-5.3620647e-19,-0.168,-5.3567945e-19,-0.168,-5.3374291e-19,-0.168,-5.3698526e-19,-0.168,-5.3623332e-19,-0.168,-5.3420046e-19,-0.168,-5.3570529e-19,-0.14283182,-5.350045e-19,-0.168,-5.3542036e-19,-0.168,-5.3408196e-19,-0.168,-5.3413269e-19,-0.168,-5.332162e-19,-0.15897554,-5.3523285e-19,-0.15897554,-5.3513387e-19,-0.15897554,-5.3509531e-19,-0.15897554,-5.3504927e-19,-0.168,-5.3287381e-19,-0.15897554,-5.3487023e-19,-0.15897554,-5.348016e-19,-0.15897554,-5.326487e-19,-0.15897554,-5.3257819e-19,-0.15897554,-5.3447959e-19,-0.15897554,-5.3452191e-19,-0.15897554,-5.3450683e-19,-0.15897554,-5.3453374e-19,-0.15876893,-5.3440897e-19,-0.15897554,-5.3438011e-19,-0.15897554,-5.3210484e-19,-0.15876893,-5.321868e-19,-0.15876893,-5.3533144e-19
-0.174,-5.1422925e-19,-0.174,-5.3519354e-19,-0.174,-5.3557232e-19,-0.15413662,-5.3562587e-19,-0.174,-5.3510841e-19,-0.174,-5.3493646e-19,-0.174,-5.3532281e-19,-0.174,-5.3459211e-19,-0.16532527,-5.362297e-19,-0.16532527,-5.3607785e-19,-0.16532527,-5.3604377e-19,-0.174,-5.3435915e-19,-0.174,-5.3454208e-19,-0.174,-5.3417705e-19,-0.174,-5.3379583e-19,-0.174,-5.3378642e-19,-0.174,-5.3446653e-19,-0.174,-5.340738e-19,-0.174,-5.3366001e-19,-0.174,-5.3362976e-19,-0.174,-5.3369946e-19,-0.14883182,-5.3508933e-19,-0.174,-5.3365261e-19,-0.174,-5.341777e-19,-0.174,-5.3425681e-19,-0.174,-5.3372231e-19,-0.16497554,-5.3519923e-19,-0.16497554,-5.3508605e-19,-0.16497554,-5.349796e-19,-0.16497554,-5.3483863e-19,-0.174,-5.335945e-19,-0.16497554,-5.3101285e-19,-0.16497554,-5.3276337e-19,-0.16497554,-5.3478703e-19,-0.16497554,-5.3475661e-19,-0.16497554,-5.3339178e-19,-0.16497554,-5.3462532e-19,-0.16497554,-5.3457087e-19,-0.16497554,-5.3447077e-19,-0.16476893,-5.3437126e-19,-0.16497554,-5.3445844e-19,-0.16497554,-5.3452581e-19,-0.16476893,-5.3586932e-19,-0.16476893,-5.3449189e-19
-0.18,-5.103771e-19,-0.18,-5.3579786e-19,-0.18,-5.3617152e-19,-0.16013662,-5.3648348e-19,-0.18,-5.3583086e-19,-0.18,-5.3546451e-19,-0.18,-5.3528013e-19,-0.18,-5.3508582e-19,-0.17132527,-5.3439437e-19,-0.17132527,-5.341919e-19,-0.17132527,-5.342247e-19,-0.18,-5.3524565e-19,-0.18,-5.3508088e-19,-0.18,-5.3432434e-19,-0.18,-5.3447427e-19,-0.18,-5.3443767e-19,-0.18,-5.3477377e-19,-0.18,-5.3489491e-19,-0.18,-5.3469265e-19,-0.18,-5.335554e-19,-0.18,-5.3398854e-19,-0.15483182,-5.3517569e-19,-0.18,-5.3470563e-19,-0.18,-5.3400435e-19,-0.18,-5.3369471e-19,-0.18,-5.3419105e-19,-0.17097554,-5.3306775e-19,-0.17097554,-5.3328981e-19,-0.17097554,-5.3318955e-19,-0.17097554,-5.331379e-19,-0.18,-5.3407154e-19,-0.17097554,-5.3315595e-19,-0.17097554,-5.3318753e-19,-0.17097554,-5.329426e-19,-0.17097554,-5.3299622e-19,-0.17097554,-5.3302027e-19,-0.17097554,-5.3289581e-19,-0.17097554,-5.3285255e-19,-0.17097554,-5.3277899e-19,-0.17076893,-5.3283616e-19,-0.17097554,-5.3265537e-19,-0.17097554,-5.3288669e-19,-0.17076893,-5.327881e-19,-0.17076893,-5.3274737e-19
-0.186,-5.0525661e-19,-0.186,-5.3678194e-19,-0.186,-5.3674391e-19,-0.16613662,-5.3665781e-19,-0.186,-5.362528e-19,-0.186,-5.3603967e-19,-0.186,-5.3615385e-19,-0.186,-5.361583e-19,-0.17732527,-5.3544099e-19,-0.17732527,-5.3504678e-19,-0.17732527,-5.3500527e-19,-0.186,-5.3601412e-19,-0.186,-5.3577407e-19,-0.186,-5.3531601e-19,-0.186,-5.3552396e-19,-0.186,-5.3551563e-19,-0.186,-5.3553867e-19,-0.186,-5.353322e-19,-0.186,-5.3502435e-19,-0.186,-5.3500907e-19,-0.186,-5.351097e-19,-0.16083182,-5.3539412e-19,-0.186,-5.3492291e-19,-0.186,-5.3505746e-19,-0.186,-5.3456204e-19,-0.186,-5.3451007e-19,-0.17697554,-5.3393667e-19,-0.17697554,-5.338507e-19,-0.17697554,-5.3384054e-19,-0.17697554,-5.3387577e-19,-0.186,-5.3442934e-19,-0.17697554,-5.331385e-19,-0.17697554,-5.3368535e-19,-0.17697554,-5.3358992e-19,-0.17697554,-5.3359248e-19,-0.17697554,-5.3360992e-19,-0.17697554,-5.3370014e-19,-0.17697554,-5.3376724e-19,-0.17697554,-5.3395423e-19,-0.17676893,-5.3388936e-19,-0.17697554,-5.3392118e-19,-0.17697554,-5.338833e-19,-0.17676893,-5.3370487e-19,-0.17676893,-5.3325429e-19
-0.192,-4.992461e-19,-0.192,-5.3721389e-19,-0.192,-5.3714217e-19,-0.17213662,-5.3513169e-19,-0.192,-5.3607682e-19,-0.192,-5.3656164e-19,-0.192,-5.362857e-19,-0.192,-5.3667422e-19,-0.18332527,-5.3502567e-19,-0.18332527,-5.3521471e-19,-0.18332527,-5.3523995e-19,-0.192,-5.3599812e-19,-0.192,-5.3546358e-19,-0.192,-5.3479799e-19,-0.192,-5.3618925e-19,-0.192,-5.3509878e-19,-0.192,-5.3504757e-19,-0.192,-5.3576432e-19,-0.192,-5.3518025e-19,-0.192,-5.3571446e-19,-0.192,-5.3502705e-19,-0.16683182,-5.3616018e-19,-0.192,-5.3526731e-19,-0.192,-5.3505431e-19,-0.192,-5.3485984e-19,-0.192,-5.347724e-19,-0.18297554,-5.3445907e-19,-0.18297554,-5.3432638e-19,-0.18297554,-5.343267e-19,-0.18297554,-5.343114e-19,-0.192,-5.3395373e-19,-0.18297554,-5.342429e-19,-0.18297554,-5.3418915e-19,-0.18297554,-5.3413141e-19,-0.18297554,-5.3405907e-19,-0.18297554,-5.3407017e-19,-0.18297554,-5.3361481e-19,-0.18297554,-5.3415773e-19,-0.18297554,-5.3551016e-19,-0.18276893,-5.3469582e-19,-0.18297554,-5.3466457e-19,-0.18297554,-5.3438001e-19,-0.18276893,-5.3423412e-19,-0.18276893,-5.3409766e-19
-0.198,-4.9148349e-19,-0.198,-5.3728641e-19,-0.198,-5.3483797e-19,-0.17813662,-5.3588664e-19,-0.198,-5.3786998e-19,-0.198,-5.3658019e-19,-0.198,-5.3651092e-19,-0.198,-5.359805e-19,-0.18932527,-5.365916e-19,-0.18932527,-5.358301e-19,-0.18932527,-5.3524166e-19,-0.198,-5.3534618e-19,-0.198,-5.357102e-19,-0.198,-5.362796e-19,-0.198,-5.352228e-19,-0.198,-5.3616056e-19,-0.198,-5.357562e-19,-0.198,-5.35595e-19,-0.198,-5.3505182e-19,-0.198,-5.3502392e-19,-0.198,-5.3476589e-19,-0.17283182,-5.337413e-19,-0.198,-5.364271e-19,-0.198,-5.3759459e-19,-0.198,-5.3580734e-19,-0.198,-5.3504639e-19,-0.18897554,-5.3466267e-19,-0.18897554,-5.3459687e-19,-0.18897554,-5.3455682e-19,-0.18897554,-5.3449973e-19,-0.198,-5.3456811e-19,-0.18897554,-5.3452931e-19,-0.18897554,-5.3425493e-19,-0.18897554,-5.3374471e-19,-0.18897554,-5.3426744e-19,-0.18897554,-5.3432931e-19,-0.18897554,-5.3427235e-19,-0.18897554,-5.3384647e-19,-0.18897554,-5.3499596e-19,-0.18876893,-5.3504432e-19,-0.18897554,-5.349278e-19,-0.18897554,-5.3454572e-19,-0.18876893,-5.3413972e-19,-0.18876893,-5.3411119e-19
-0.204,-4.818579e-19,-0.204,-5.3717255e-19,-0.204,-5.3263427e-19,-0.18413662,-5.3620606e-19,-0.204,-5.2932007e-19,-0.204,-5.3528135e-19,-0.204,-5.3652932e-19,-0.204,-5.3569641e-19,-0.19532527,-5.3527284e-19,-0.19532527,-5.3621864e-19,-0.19532527,-5.3503713e-19,-0.204,-5.3525449e-19,-0.204,-5.3545598e-19,-0.204,-5.3634046e-19,-0.204,-5.3493292e-19,-0.204,-5.3571003e-19,-0.204,-5.3480803e-19,-0.204,-5.3473952e-19,-0.204,-5.3513394e-19,-0.204,-5.3501225e-19,-0.204,-5.3483582e-19,-0.17883182,-5.3441297e-19,-0.204,-5.3629985e-19,-0.204,-5.3753384e-19,-0.204,-5.3814754e-19,-0.204,-5.3504796e-19,-0.19497554,-5.3495211e-19,-0.19497554,-5.351347e-19,-0.19497554,-5.3481597e-19,-0.19497554,-5.3464762e-19,-0.204,-5.3443198e-19,-0.19497554,-5.3446971e-19,-0.19497554,-5.343722e-19,-0.19497554,-5.3460495e-19,-0.19497554,-5.3402532e-19,-0.19497554,-5.3447052e-19,-0.19497554,-5.3342239e-19,-0.19497554,-5.343545e-19,-0.19497554,-5.3432688e-19,-0.19476893,-5.3451891e-19,-0.19497554,-5.347571e-19,-0.19497554,-5.3396975e-19,-0.19476893,-5.3422364e-19,-0.19476893,-5.3448095e-19
-0.21,-4.6670657e-19,-0.21,-5.3702373e-19,-0.21,-5.3396085e-19,-0.19013662,-5.3656732e-19,-0.21,-5.3746808e-19,-0.21,-5.3747205e-19,-0.21,-5.3620722e-19,-0.21,-5.3487562e-19,-0.20132527,-5.3600855e-19,-0.20132527,-5.3592487e-19,-0.20132527,-5.356821e-19,-0.21,-5.355134e-19,-0.21,-5.3533154e-19,-0.21,-5.3470268e-19,-0.21,-5.3541955e-19,-0.21,-5.3486126e-19,-0.21,-5.351257e-19,-0.21,-5.352113e-19,-0.21,-5.3424125e-19,-0.21,-5.3585865e-19,-0.21,-5.3445704e-19,-0.18483182,-5.3434156e-19,-0.21,-5.3450961e-19,-0.21,-5.3474788e-19,-0.21,-5.3472176e-19,-0.21,-5.3566607e-19,-0.20097554,-5.3494891e-19,-0.20097554,-5.3492526e-19,-0.20097554,-5.3500345e-19,-0.20097554,-5.3453646e-19,-0.21,-5.3434484e-19,-0.20097554,-5.3403037e-19,-0.20097554,-5.3370332e-19,-0.20097554,-5.3471457e-19,-0.20097554,-5.3450293e-19,-0.20097554,-5.345952e-19,-0.20097554,-5.3411791e-19,-0.20097554,-5.3337951e-19,-0.20097554,-5.3350798e-19,-0.20076893,-5.3445749e-19,-0.20097554,-5.3400909e-19,-0.20097554,-5.3375324e-19,-0.20076893,-5.3393375e-19,-0.20076893,-5.3413843e-19
-0.216,-4.508117e-19,-0.216,-5.3643151e-19,-0.216,-5.3695821e-19,-0.19613662,-5.3684693e-19,-0.216,-5.3607521e-19,-0.216,-5.3756227e-19,-0.216,-5.361456e-19,-0.216,-5.3423631e-19,-0.20732527,-5.3473113e-19,-0.20732527,-5.3572286e-19,-0.20732527,-5.3532545e-19,-0.216,-5.3511835e-19,-0.216,-5.3470819e-19,-0.216,-5.3444721e-19,-0.216,-5.321723e-19,-0.216,-5.3455164e-19,-0.216,-5.3502575e-19,-0.216,-5.364749e-19,-0.216,-5.3389773e-19,-0.216,-5.3441878e-19,-0.216,-5.3443202e-19,-0.19083182,-5.3519335e-19,-0.216,-5.3424826e-19,-0.216,-5.3700155e-19,-0.216,-5.3647858e-19,-0.216,-5.3616948e-19,-0.20697554,-5.35198e-19,-0.20697554,-5.3508225e-19,-0.20697554,-5.3570117e-19,-0.20697554,-5.3523977e-19,-0.216,-5.3295173e-19,-0.20697554,-5.3479651e-19,-0.20697554,-5.3403896e-19,-0.20697554,-5.3561202e-19,-0.20697554,-5.3399751e-19,-0.20697554,-5.3456546e-19,-0.20697554,-5.3497002e-19,-0.20697554,-5.3292588e-19,-0.20697554,-5.3333355e-19,-0.20676893,-5.3422251e-19,-0.20697554,-5.3394801e-19,-0.20697554,-5.3162439e-19,-0.20676893,-5.3162293e-19,-0.20676893,-5.3005339e-19
-0.222,-4.3486963e-19,-0.222,-5.3579784e-19,-0.222,-5.3626076e-19,-0.20213662,-5.3671469e-19,-0.222,-5.3931437e-19,-0.222,-5.3911094e-19,-0.222,-5.343331e-19,-0.222,-5.3360714e-19,-0.21332527,-5.355508e-19,-0.21332527,-5.3539644e-19,-0.21332527,-5.3454534e-19,-0.222,-5.378124e-19,-0.222,-5.3483744e-19,-0.222,-5.3392523e-19,-0.222,-5.3461079e-19,-0.222,-5.3363338e-19,-0.222,-5.3524967e-19,-0.222,-5.3386088e-19,-0.222,-5.3450163e-19,-0.222,-5.3287289e-19,-0.222,-5.3391112e-19,-0.19683182,-5.3502896e-19,-0.222,-5.3630577e-19,-0.222,-5.3704981e-19,-0.222,-5.3677706e-19,-0.222,-5.3634747e-19,-0.21297554,-5.3553196e-19,-0.21297554,-5.3460888e-19,-0.21297554,-5.3447226e-19,-0.21297554,-5.3509442e-19,-0.222,-5.3316081e-19,-0.21297554,-5.3420535e-19,-0.21297554,-5.338522e-19,-0.21297554,-5.3395851e-19,-0.21297554,-5.344083e-19,-0.21297554,-5.368209e-19,-0.21297554,-5.3333638e-19,-0.21297554,-5.3364195e-19,-0.21297554,-5.3372081e-19,-0.21276893,-5.3350518e-19,-0.21297554,-5.3417281e-19,-0.21297554,-5.3344911e-19,-0.21276893,-5.3366206e-19,-0.21276893,-5.3219691e-19
-0.228,-4.1230942e-19,-0.228,-5.3728071e-19,-0.228,-5.3618836e-19,-0.20813662,-5.3093402e-19,-0.228,-5.3572554e-19,-0.228,-5.3689714e-19,-0.228,-5.3494973e-19,-0.228,-5.3418686e-19,-0.21932527,-5.3198969e-19,-0.21932527,-5.3412736e-19,-0.21932527,-5.3163603e-19,-0.228,-5.3743468e-19,-0.228,-5.3310421e-19,-0.228,-5.3143541e-19,-0.228,-5.287629e-19,-0.228,-5.3068506e-19,-0.228,-5.3535822e-19,-0.228,-5.3499069e-19,-0.228,-5.3288948e-19,-0.228,-5.3138188e-19,-0.228,-5.3333727e-19,-0.20283182,-5.3494239e-19,-0.228,-5.345925e-19,-0.228,-5.3352274e-19,-0.228,-5.3643185e-19,-0.228,-5.3681832e-19,-0.21897554,-5.3495223e-19,-0.21897554,-5.3527347e-19,-0.21897554,-5.3413045e-19,-0.21897554,-5.3376639e-19,-0.228,-5.324857e-19,-0.21897554,-5.3384254e-19,-0.21897554,-5.3338858e-19,-0.21897554,-5.3376166e-19,-0.21897554,-5.3310295e-19,-0.21897554,-5.3456135e-19,-0.21897554,-5.3469788e-19,-0.21897554,-5.3315607e-19,-0.21897554,-5.3397668e-19,-0.21876893,-5.3277839e-19,-0.21897554,-5.3159572e-19,-0.21897554,-5.3390594e-19,-0.21876893,-5.3132411e-19,-0.21876893,-5.3176582e-19
-0.234,-3.8507602e-19,-0.234,-5.3578028e-19,-0.234,-5.3601721e-19,-0.21413662,-5.3580556e-19,-0.234,-5.3656866e-19,-0.234,-5.353075e-19,-0.234,-5.3514975e-19,-0.234,-5.3438307e-19,-0.22532527,-5.3287969e-19,-0.22532527,-5.3408725e-19,-0.22532527,-5.3249449e-19,-0.234,-5.3338923e-19,-0.234,-5.3217517e-19,-0.234,-5.3208135e-19,-0.234,-5.3221388e-19,-0.234,-5.344137e-19,-0.234,-5.3274713e-19,-0.234,-5.3114513e-19,-0.234,-5.32693e-19,-0.234,-5.3519993e-19,-0.234,-5.3703592e-19,-0.20883182,-5.3436108e-19,-0.234,-5.3182445e-19,-0.234,-5.3548464e-19,-0.234,-5.369398e-19,-0.234,-5.3645818e-19,-0.22497554,-5.359358e-19,-0.22497554,-5.3449771e-19,-0.22497554,-5.334859e-19,-0.22497554,-5.3327998e-19,-0.234,-5.3178238e-19,-0.22497554,-5.327613e-19,-0.22497554,-5.3132023e-19,-0.22497554,-5.3164024e-19,-0.22497554,-5.3232596e-19,-0.22497554,-5.3124758e-19,-0.22497554,-5.3192179e-19,-0.22497554,-5.3192235e-19,-0.22497554,-5.3486742e-19,-0.22476893,-5.3476877e-19,-0.22497554,-5.3050137e-19,-0.22497554,-5.3266692e-19,-0.22476893,-5.3323564e-19,-0.22476893,-5.319704e-19
-0.24,-3.5356214e-19,-0.24,-5.3358466e-19,-0.24,-5.3599777e-19,-0.22013662,-5.3601094e-19,-0.24,-5.3742015e-19,-0.24,-5.3618485e-19,-0.24,-5.3631682e-19,-0.24,-5.3344292e-19,-0.23132527,-5.3874245e-19,-0.23132527,-5.3330844e-19,-0.23132527,-5.3336941e-19,-0.24,-5.3184739e-19,-0.24,-5.3425378e-19,-0.24,-5.3394328e-19,-0.24,-5.3416087e-19,-0.24,-5.33894e-19,-0.24,-5.3412145e-19,-0.24,-5.3310229e-19,-0.24,-5.3653509e-19,-0.24,-5.328259e-19,-0.24,-5.3405953e-19,-0.21483182,-5.3344799e-19,-0.24,-5.3200267e-19,-0.24,-5.3395566e-19,-0.24,-5.3165881e-19,-0.24,-5.3439525e-19,-0.23097554,-5.3633687e-19,-0.23097554,-5.3178437e-19,-0.23097554,-5.3133245e-19,-0.23097554,-5.3232617e-19,-0.24,-5.3137575e-19,-0.23097554,-5.3182422e-19,-0.23097554,-5.3321168e-19,-0.23097554,-5.3208881e-19,-0.23097554,-5.3097363e-19,-0.23097554,-5.3052071e-19,-0.23097554,-5.3142174e-19,-0.23097554,-5.3053717e-19,-0.23097554,-5.310578e-19,-0.23076893,-5.3248659e-19,-0.23097554,-5.3368144e-19,-0.23097554,-5.3323012e-19,-0.23076893,-5.3168107e-19,-0.23076893,-5.3110442e-19
-0.246,-3.1547072e-19,-0.246,-5.3040769e-19,-0.246,-5.3629324e-19,-0.22613662,-5.3572304e-19,-0.246,-5.3695779e-19,-0.246,-5.3317303e-19,-0.246,-5.3553378e-19,-0.246,-5.3537418e-19,-0.23732527,-5.3374731e-19,-0.23732527,-5.3349286e-19,-0.23732527,-5.334487e-19,-0.246,-5.3333194e-19,-0.246,-5.3204429e-19,-0.246,-5.3237855e-19,-0.246,-5.312022e-19,-0.246,-5.3189861e-19,-0.246,-5.3238448e-19,-0.246,-5.3167883e-19,-0.246,-5.3257357e-19,-0.246,-5.3202014e-19,-0.246,-5.3209841e-19,-0.22083182,-5.3445544e-19,-0.246,-5.3128049e-19,-0.246,-5.3014183e-19,-0.246,-5.3029838e-19,-0.246,-5.2981647e-19,-0.23697554,-5.3466994e-19,-0.23697554,-5.3067538e-19,-0.23697554,-5.3071859e-19,-0.23697554,-5.319051e-19,-0.246,-5.2906279e-19,-0.23697554,-5.3451474e-19,-0.23697554,-5.3103222e-19,-0.23697554,-5.3082991e-19,-0.23697554,-5.3096582e-19,-0.23697554,-5.3018982e-19,-0.23697554,-5.304207e-19,-0.23697554,-5.3071252e-19,-0.23697554,-5.3031927e-19,-0.23676893,-5.3061831e-19,-0.23697554,-5.3041348e-19,-0.23697554,-5.3078937e-19,-0.23676893,-5.3048588e-19,-0.23676893,-5.3034142e-19
