c(g:d)(CV_Vd_n1191_ac_des) X,c(g:d)(CV_Vd_n1191_ac_des) Y,c(g:d)(CV_Vd_n1217_ac_des) X,c(g:d)(CV_Vd_n1217_ac_des) Y,c(g:d)(CV_Vd_n1237_ac_des) X,c(g:d)(CV_Vd_n1237_ac_des) Y,c(g:d)(CV_Vd_n1257_ac_des) X,c(g:d)(CV_Vd_n1257_ac_des) Y,c(g:d)(CV_Vd_n1277_ac_des) X,c(g:d)(CV_Vd_n1277_ac_des) Y,c(g:d)(CV_Vd_n1297_ac_des) X,c(g:d)(CV_Vd_n1297_ac_des) Y,c(g:d)(CV_Vd_n1317_ac_des) X,c(g:d)(CV_Vd_n1317_ac_des) Y,c(g:d)(CV_Vd_n1337_ac_des) X,c(g:d)(CV_Vd_n1337_ac_des) Y,c(g:d)(CV_Vd_n1357_ac_des) X,c(g:d)(CV_Vd_n1357_ac_des) Y,c(g:d)(CV_Vd_n1377_ac_des) X,c(g:d)(CV_Vd_n1377_ac_des) Y,c(g:d)(CV_Vd_n1397_ac_des) X,c(g:d)(CV_Vd_n1397_ac_des) Y,c(g:d)(CV_Vd_n1417_ac_des) X,c(g:d)(CV_Vd_n1417_ac_des) Y,c(g:d)(CV_Vd_n1437_ac_des) X,c(g:d)(CV_Vd_n1437_ac_des) Y,c(g:d)(CV_Vd_n1457_ac_des) X,c(g:d)(CV_Vd_n1457_ac_des) Y,c(g:d)(CV_Vd_n1477_ac_des) X,c(g:d)(CV_Vd_n1477_ac_des) Y,c(g:d)(CV_Vd_n1497_ac_des) X,c(g:d)(CV_Vd_n1497_ac_des) Y,c(g:d)(CV_Vd_n1517_ac_des) X,c(g:d)(CV_Vd_n1517_ac_des) Y,c(g:d)(CV_Vd_n1537_ac_des) X,c(g:d)(CV_Vd_n1537_ac_des) Y,c(g:d)(CV_Vd_n1557_ac_des) X,c(g:d)(CV_Vd_n1557_ac_des) Y,c(g:d)(CV_Vd_n1577_ac_des) X,c(g:d)(CV_Vd_n1577_ac_des) Y,c(g:d)(CV_Vd_n1597_ac_des) X,c(g:d)(CV_Vd_n1597_ac_des) Y,c(g:d)(CV_Vd_n1617_ac_des) X,c(g:d)(CV_Vd_n1617_ac_des) Y,c(g:d)(CV_Vd_n1637_ac_des) X,c(g:d)(CV_Vd_n1637_ac_des) Y,c(g:d)(CV_Vd_n1657_ac_des) X,c(g:d)(CV_Vd_n1657_ac_des) Y,c(g:d)(CV_Vd_n1677_ac_des) X,c(g:d)(CV_Vd_n1677_ac_des) Y,c(g:d)(CV_Vd_n1697_ac_des) X,c(g:d)(CV_Vd_n1697_ac_des) Y,c(g:d)(CV_Vd_n1717_ac_des) X,c(g:d)(CV_Vd_n1717_ac_des) Y,c(g:d)(CV_Vd_n1737_ac_des) X,c(g:d)(CV_Vd_n1737_ac_des) Y,c(g:d)(CV_Vd_n1757_ac_des) X,c(g:d)(CV_Vd_n1757_ac_des) Y,c(g:d)(CV_Vd_n1777_ac_des) X,c(g:d)(CV_Vd_n1777_ac_des) Y,c(g:d)(CV_Vd_n1797_ac_des) X,c(g:d)(CV_Vd_n1797_ac_des) Y,c(g:d)(CV_Vd_n1817_ac_des) X,c(g:d)(CV_Vd_n1817_ac_des) Y,c(g:d)(CV_Vd_n1837_ac_des) X,c(g:d)(CV_Vd_n1837_ac_des) Y,c(g:d)(CV_Vd_n1857_ac_des) X,c(g:d)(CV_Vd_n1857_ac_des) Y,c(g:d)(CV_Vd_n1877_ac_des) X,c(g:d)(CV_Vd_n1877_ac_des) Y,c(g:d)(CV_Vd_n1897_ac_des) X,c(g:d)(CV_Vd_n1897_ac_des) Y,c(g:d)(CV_Vd_n1917_ac_des) X,c(g:d)(CV_Vd_n1917_ac_des) Y,c(g:d)(CV_Vd_n1937_ac_des) X,c(g:d)(CV_Vd_n1937_ac_des) Y,c(g:d)(CV_Vd_n1957_ac_des) X,c(g:d)(CV_Vd_n1957_ac_des) Y,c(g:d)(CV_Vd_n1977_ac_des) X,c(g:d)(CV_Vd_n1977_ac_des) Y,c(g:d)(CV_Vd_n1997_ac_des) X,c(g:d)(CV_Vd_n1997_ac_des) Y,c(g:d)(CV_Vd_n2017_ac_des) X,c(g:d)(CV_Vd_n2017_ac_des) Y,c(g:d)(CV_Vd_n2037_ac_des) X,c(g:d)(CV_Vd_n2037_ac_des) Y,c(g:d)(CV_Vd_n2057_ac_des) X,c(g:d)(CV_Vd_n2057_ac_des) Y
-0.156,-1.4955015e-17,-0.156,-1.4874881e-17,-0.156,-1.4751995e-17,-0.13613662,-1.441875e-17,-0.156,-1.4526535e-17,-0.156,-1.4419694e-17,-0.156,-1.4316054e-17,-0.156,-1.4218442e-17,-0.14732527,-1.4050407e-17,-0.14732527,-1.3955985e-17,-0.14732527,-1.3867577e-17,-0.156,-1.385342e-17,-0.156,-1.3768196e-17,-0.156,-1.3687219e-17,-0.156,-1.3604739e-17,-0.156,-1.3529911e-17,-0.156,-1.3453299e-17,-0.156,-1.3381577e-17,-0.156,-1.3311744e-17,-0.156,-1.3208423e-17,-0.156,-1.3149753e-17,-0.13083182,-1.2909086e-17,-0.156,-1.3057956e-17,-0.156,-1.2993896e-17,-0.156,-1.2941516e-17,-0.156,-1.2888055e-17,-0.14697554,-1.2784288e-17,-0.14697554,-1.2736377e-17,-0.14697554,-1.2692504e-17,-0.14697554,-1.2646566e-17,-0.156,-1.2652772e-17,-0.14697554,-1.2565931e-17,-0.14697554,-1.2527869e-17,-0.14697554,-1.2491762e-17,-0.14697554,-1.2455782e-17,-0.14697554,-1.24229e-17,-0.14697554,-1.2391663e-17,-0.14697554,-1.2361855e-17,-0.14697554,-1.2333518e-17,-0.14676893,-1.2305453e-17,-0.14697554,-1.2281368e-17,-0.14697554,-1.2255784e-17,-0.14676893,-1.2232005e-17,-0.14676893,-1.221028e-17
-0.162,-1.5016421e-17,-0.162,-1.4934868e-17,-0.162,-1.4809448e-17,-0.14213662,-1.449299e-17,-0.162,-1.4579326e-17,-0.162,-1.4473262e-17,-0.162,-1.4358409e-17,-0.162,-1.4266606e-17,-0.15332527,-1.4101642e-17,-0.15332527,-1.4008318e-17,-0.15332527,-1.3918975e-17,-0.162,-1.3897717e-17,-0.162,-1.3811158e-17,-0.162,-1.3727765e-17,-0.162,-1.3643661e-17,-0.162,-1.3364689e-17,-0.162,-1.349556e-17,-0.162,-1.3417632e-17,-0.162,-1.3349998e-17,-0.162,-1.3270119e-17,-0.162,-1.3223755e-17,-0.13683182,-1.2971369e-17,-0.162,-1.2889165e-17,-0.162,-1.3030135e-17,-0.162,-1.2974298e-17,-0.162,-1.2919975e-17,-0.15297554,-1.2820866e-17,-0.15297554,-1.2773594e-17,-0.15297554,-1.272735e-17,-0.15297554,-1.2680733e-17,-0.162,-1.2512587e-17,-0.15297554,-1.2597614e-17,-0.15297554,-1.2558542e-17,-0.15297554,-1.2521411e-17,-0.15297554,-1.2486244e-17,-0.15297554,-1.2452618e-17,-0.15297554,-1.2420615e-17,-0.15297554,-1.2390514e-17,-0.15297554,-1.2361989e-17,-0.15276893,-1.2333168e-17,-0.15297554,-1.2307513e-17,-0.15297554,-1.2281892e-17,-0.15276893,-1.2258434e-17,-0.15276893,-1.223606e-17
-0.168,-1.5076461e-17,-0.168,-1.4992939e-17,-0.168,-1.4865485e-17,-0.14813662,-1.4559514e-17,-0.168,-1.4626123e-17,-0.168,-1.4524895e-17,-0.168,-1.4413778e-17,-0.168,-1.4313082e-17,-0.15932527,-1.4149714e-17,-0.15932527,-1.4056694e-17,-0.15932527,-1.396554e-17,-0.168,-1.3937752e-17,-0.168,-1.3851503e-17,-0.168,-1.376694e-17,-0.168,-1.3678726e-17,-0.168,-1.3607471e-17,-0.168,-1.3368819e-17,-0.168,-1.3454993e-17,-0.168,-1.3382636e-17,-0.168,-1.3280482e-17,-0.168,-1.3241793e-17,-0.14283182,-1.3023864e-17,-0.168,-1.3100715e-17,-0.168,-1.2905892e-17,-0.168,-1.3002139e-17,-0.168,-1.2947229e-17,-0.15897554,-1.2852024e-17,-0.15897554,-1.2802239e-17,-0.15897554,-1.2754656e-17,-0.15897554,-1.270955e-17,-0.168,-1.2702388e-17,-0.15897554,-1.262459e-17,-0.15897554,-1.2584868e-17,-0.15897554,-1.2365076e-17,-0.15897554,-1.2331832e-17,-0.15897554,-1.2477101e-17,-0.15897554,-1.2444636e-17,-0.15897554,-1.2413315e-17,-0.15897554,-1.2383825e-17,-0.15876893,-1.2354923e-17,-0.15897554,-1.2328828e-17,-0.15897554,-1.2129058e-17,-0.15876893,-1.210114e-17,-0.15876893,-1.2255897e-17
-0.174,-1.4967978e-17,-0.174,-1.4878156e-17,-0.174,-1.4751684e-17,-0.15413662,-1.461943e-17,-0.174,-1.4512316e-17,-0.174,-1.4402304e-17,-0.174,-1.4301868e-17,-0.174,-1.4185563e-17,-0.16532527,-1.4194146e-17,-0.16532527,-1.4100656e-17,-0.16532527,-1.4008678e-17,-0.174,-1.3803584e-17,-0.174,-1.3699567e-17,-0.174,-1.3632848e-17,-0.174,-1.3550504e-17,-0.174,-1.3466964e-17,-0.174,-1.3385149e-17,-0.174,-1.3312947e-17,-0.174,-1.3252723e-17,-0.174,-1.315165e-17,-0.174,-1.3128546e-17,-0.14883182,-1.3073706e-17,-0.174,-1.3008764e-17,-0.174,-1.2914876e-17,-0.174,-1.2864083e-17,-0.174,-1.280985e-17,-0.16497554,-1.2881187e-17,-0.16497554,-1.2830758e-17,-0.16497554,-1.2782451e-17,-0.16497554,-1.2735149e-17,-0.174,-1.2562695e-17,-0.16497554,-1.2648639e-17,-0.16497554,-1.2608208e-17,-0.16497554,-1.2565763e-17,-0.16497554,-1.252878e-17,-0.16497554,-1.2493688e-17,-0.16497554,-1.2464673e-17,-0.16497554,-1.2433253e-17,-0.16497554,-1.2403197e-17,-0.16476893,-1.2373739e-17,-0.16497554,-1.2347052e-17,-0.16497554,-1.2321446e-17,-0.16476893,-1.2296072e-17,-0.16476893,-1.2272836e-17
-0.18,-1.5086454e-17,-0.18,-1.498644e-17,-0.18,-1.4862111e-17,-0.16013662,-1.4674833e-17,-0.18,-1.4617671e-17,-0.18,-1.4502905e-17,-0.18,-1.4389649e-17,-0.18,-1.4283454e-17,-0.17132527,-1.4035593e-17,-0.17132527,-1.3924537e-17,-0.17132527,-1.3832757e-17,-0.18,-1.3904897e-17,-0.18,-1.3809278e-17,-0.18,-1.3727092e-17,-0.18,-1.3630381e-17,-0.18,-1.3548765e-17,-0.18,-1.3494809e-17,-0.18,-1.340773e-17,-0.18,-1.3337536e-17,-0.18,-1.3244396e-17,-0.18,-1.3177591e-17,-0.15483182,-1.3109526e-17,-0.18,-1.3076856e-17,-0.18,-1.2988733e-17,-0.18,-1.2936665e-17,-0.18,-1.2887192e-17,-0.17097554,-1.2698993e-17,-0.17097554,-1.2648809e-17,-0.17097554,-1.2600583e-17,-0.17097554,-1.2554809e-17,-0.18,-1.2636656e-17,-0.17097554,-1.246797e-17,-0.17097554,-1.2427996e-17,-0.17097554,-1.2389523e-17,-0.17097554,-1.2352951e-17,-0.17097554,-1.2317724e-17,-0.17097554,-1.2275446e-17,-0.17097554,-1.224398e-17,-0.17097554,-1.2213175e-17,-0.17076893,-1.2185112e-17,-0.17097554,-1.2157321e-17,-0.17097554,-1.2130993e-17,-0.17076893,-1.2107316e-17,-0.17076893,-1.2082767e-17
-0.186,-1.5207113e-17,-0.186,-1.5104757e-17,-0.186,-1.4974117e-17,-0.16613662,-1.472855e-17,-0.186,-1.4722878e-17,-0.186,-1.4608176e-17,-0.186,-1.4488114e-17,-0.186,-1.4389457e-17,-0.17732527,-1.4183958e-17,-0.17732527,-1.4059062e-17,-0.17732527,-1.3957916e-17,-0.186,-1.3999031e-17,-0.186,-1.3900769e-17,-0.186,-1.3827182e-17,-0.186,-1.3736869e-17,-0.186,-1.3653177e-17,-0.186,-1.358245e-17,-0.186,-1.3497679e-17,-0.186,-1.3423945e-17,-0.186,-1.3353867e-17,-0.186,-1.3282542e-17,-0.16083182,-1.3128777e-17,-0.186,-1.314919e-17,-0.186,-1.3081737e-17,-0.186,-1.3020877e-17,-0.186,-1.2956457e-17,-0.17697554,-1.2790983e-17,-0.17697554,-1.2739404e-17,-0.17697554,-1.2689858e-17,-0.17697554,-1.2642657e-17,-0.186,-1.2708435e-17,-0.17697554,-1.255383e-17,-0.17697554,-1.2513665e-17,-0.17697554,-1.2473302e-17,-0.17697554,-1.2435703e-17,-0.17697554,-1.2399683e-17,-0.17697554,-1.2364381e-17,-0.17697554,-1.2331578e-17,-0.17697554,-1.2301652e-17,-0.17676893,-1.2269203e-17,-0.17697554,-1.2243797e-17,-0.17697554,-1.221707e-17,-0.17676893,-1.2191412e-17,-0.17676893,-1.2167784e-17
-0.192,-1.530667e-17,-0.192,-1.520295e-17,-0.192,-1.5065275e-17,-0.17213662,-1.4597077e-17,-0.192,-1.4804326e-17,-0.192,-1.4692583e-17,-0.192,-1.4565711e-17,-0.192,-1.4454075e-17,-0.18332527,-1.4220353e-17,-0.18332527,-1.414126e-17,-0.18332527,-1.4042159e-17,-0.192,-1.4075908e-17,-0.192,-1.3921327e-17,-0.192,-1.382599e-17,-0.192,-1.3806442e-17,-0.192,-1.3665906e-17,-0.192,-1.3592137e-17,-0.192,-1.3566609e-17,-0.192,-1.3481316e-17,-0.192,-1.3419905e-17,-0.192,-1.3346385e-17,-0.16683182,-1.3176043e-17,-0.192,-1.3223806e-17,-0.192,-1.3147682e-17,-0.192,-1.3082701e-17,-0.192,-1.3025033e-17,-0.18297554,-1.2874807e-17,-0.18297554,-1.2818975e-17,-0.18297554,-1.2774716e-17,-0.18297554,-1.272614e-17,-0.192,-1.271603e-17,-0.18297554,-1.2631851e-17,-0.18297554,-1.2592731e-17,-0.18297554,-1.2552968e-17,-0.18297554,-1.2514145e-17,-0.18297554,-1.2477132e-17,-0.18297554,-1.2441494e-17,-0.18297554,-1.2407495e-17,-0.18297554,-1.2375846e-17,-0.18276893,-1.2343398e-17,-0.18297554,-1.2317342e-17,-0.18297554,-1.2290114e-17,-0.18276893,-1.225881e-17,-0.18276893,-1.2232288e-17
-0.198,-1.5386724e-17,-0.198,-1.5281017e-17,-0.198,-1.5101652e-17,-0.17813662,-1.4715235e-17,-0.198,-1.4868504e-17,-0.198,-1.4753031e-17,-0.198,-1.462529e-17,-0.198,-1.45262e-17,-0.18932527,-1.4330349e-17,-0.18932527,-1.4229062e-17,-0.18932527,-1.4132975e-17,-0.198,-1.4124895e-17,-0.198,-1.4030015e-17,-0.198,-1.3919579e-17,-0.198,-1.3835551e-17,-0.198,-1.3749461e-17,-0.198,-1.3689682e-17,-0.198,-1.3612537e-17,-0.198,-1.3509321e-17,-0.198,-1.3456108e-17,-0.198,-1.3368554e-17,-0.17283182,-1.3057033e-17,-0.198,-1.3253447e-17,-0.198,-1.3188743e-17,-0.198,-1.3123705e-17,-0.198,-1.3066756e-17,-0.18897554,-1.2941476e-17,-0.18897554,-1.2884106e-17,-0.18897554,-1.2830818e-17,-0.18897554,-1.2779862e-17,-0.198,-1.2798675e-17,-0.18897554,-1.269083e-17,-0.18897554,-1.2648274e-17,-0.18897554,-1.2608819e-17,-0.18897554,-1.2568833e-17,-0.18897554,-1.2530707e-17,-0.18897554,-1.2495642e-17,-0.18897554,-1.2454727e-17,-0.18897554,-1.2413087e-17,-0.18876893,-1.2389906e-17,-0.18897554,-1.2367403e-17,-0.18897554,-1.2339205e-17,-0.18876893,-1.2303793e-17,-0.18876893,-1.2279018e-17
-0.204,-1.5453775e-17,-0.204,-1.5345505e-17,-0.204,-1.5171529e-17,-0.18413662,-1.4806216e-17,-0.204,-1.4878809e-17,-0.204,-1.4798216e-17,-0.204,-1.4660728e-17,-0.204,-1.4563987e-17,-0.19532527,-1.4355651e-17,-0.19532527,-1.4294782e-17,-0.19532527,-1.4199652e-17,-0.204,-1.4160475e-17,-0.204,-1.4065295e-17,-0.204,-1.3959008e-17,-0.204,-1.389741e-17,-0.204,-1.37924e-17,-0.204,-1.3724332e-17,-0.204,-1.3626703e-17,-0.204,-1.3563525e-17,-0.204,-1.3481614e-17,-0.204,-1.3419837e-17,-0.17883182,-1.3112665e-17,-0.204,-1.3279966e-17,-0.204,-1.3214276e-17,-0.204,-1.3151139e-17,-0.204,-1.3088993e-17,-0.19497554,-1.2992077e-17,-0.19497554,-1.2940712e-17,-0.19497554,-1.2885978e-17,-0.19497554,-1.2834851e-17,-0.204,-1.2819183e-17,-0.19497554,-1.27415e-17,-0.19497554,-1.269731e-17,-0.19497554,-1.265613e-17,-0.19497554,-1.2615436e-17,-0.19497554,-1.2578099e-17,-0.19497554,-1.2540236e-17,-0.19497554,-1.2505672e-17,-0.19497554,-1.247001e-17,-0.19476893,-1.2432013e-17,-0.19497554,-1.2405036e-17,-0.19497554,-1.2364319e-17,-0.19476893,-1.2343066e-17,-0.19476893,-1.2327153e-17
-0.21,-1.5525881e-17,-0.21,-1.5408497e-17,-0.21,-1.5240859e-17,-0.19013662,-1.4905657e-17,-0.21,-1.4968373e-17,-0.21,-1.484149e-17,-0.21,-1.4723129e-17,-0.21,-1.4605526e-17,-0.20132527,-1.4432775e-17,-0.20132527,-1.4337407e-17,-0.20132527,-1.4242681e-17,-0.21,-1.4196855e-17,-0.21,-1.4099999e-17,-0.21,-1.3995523e-17,-0.21,-1.391347e-17,-0.21,-1.3821379e-17,-0.21,-1.3747375e-17,-0.21,-1.3667158e-17,-0.21,-1.357642e-17,-0.21,-1.3498352e-17,-0.21,-1.3432836e-17,-0.18483182,-1.3159844e-17,-0.21,-1.3299042e-17,-0.21,-1.3236841e-17,-0.21,-1.3172695e-17,-0.21,-1.3120344e-17,-0.20097554,-1.3019504e-17,-0.20097554,-1.296316e-17,-0.20097554,-1.2912071e-17,-0.20097554,-1.2859223e-17,-0.21,-1.2827296e-17,-0.20097554,-1.2764358e-17,-0.20097554,-1.2717882e-17,-0.20097554,-1.2675328e-17,-0.20097554,-1.2634733e-17,-0.20097554,-1.2596086e-17,-0.20097554,-1.2557827e-17,-0.20097554,-1.252224e-17,-0.20097554,-1.2487675e-17,-0.20076893,-1.2453919e-17,-0.20097554,-1.2422187e-17,-0.20097554,-1.2388665e-17,-0.20076893,-1.235763e-17,-0.20076893,-1.2340596e-17
-0.216,-1.5581069e-17,-0.216,-1.5463885e-17,-0.216,-1.5299537e-17,-0.19613662,-1.498108e-17,-0.216,-1.4997761e-17,-0.216,-1.4879731e-17,-0.216,-1.4755066e-17,-0.216,-1.4625487e-17,-0.20732527,-1.4474912e-17,-0.20732527,-1.437923e-17,-0.20732527,-1.427343e-17,-0.216,-1.422238e-17,-0.216,-1.4125537e-17,-0.216,-1.4034238e-17,-0.216,-1.3947818e-17,-0.216,-1.385662e-17,-0.216,-1.3778219e-17,-0.216,-1.3690735e-17,-0.216,-1.360845e-17,-0.216,-1.3537547e-17,-0.216,-1.3447834e-17,-0.19083182,-1.3266636e-17,-0.216,-1.3316842e-17,-0.216,-1.3249649e-17,-0.216,-1.3184536e-17,-0.216,-1.3125324e-17,-0.20697554,-1.3032849e-17,-0.20697554,-1.2979789e-17,-0.20697554,-1.2918239e-17,-0.20697554,-1.2880412e-17,-0.216,-1.2844382e-17,-0.20697554,-1.277991e-17,-0.20697554,-1.2734132e-17,-0.20697554,-1.2689612e-17,-0.20697554,-1.2647495e-17,-0.20697554,-1.2607875e-17,-0.20697554,-1.2569256e-17,-0.20697554,-1.2533171e-17,-0.20697554,-1.2499604e-17,-0.20676893,-1.24655e-17,-0.20697554,-1.2433837e-17,-0.20697554,-1.2402879e-17,-0.20676893,-1.2373612e-17,-0.20676893,-1.2348495e-17
-0.222,-1.5636274e-17,-0.222,-1.5518187e-17,-0.222,-1.5347905e-17,-0.20213662,-1.5036916e-17,-0.222,-1.5046275e-17,-0.222,-1.4911906e-17,-0.222,-1.4783081e-17,-0.222,-1.4666276e-17,-0.21332527,-1.4522701e-17,-0.21332527,-1.4416898e-17,-0.21332527,-1.4288444e-17,-0.222,-1.4238209e-17,-0.222,-1.4140919e-17,-0.222,-1.404955e-17,-0.222,-1.395734e-17,-0.222,-1.3879822e-17,-0.222,-1.3787826e-17,-0.222,-1.3723506e-17,-0.222,-1.364177e-17,-0.222,-1.3566013e-17,-0.222,-1.3469802e-17,-0.19683182,-1.3313067e-17,-0.222,-1.3328683e-17,-0.222,-1.3260841e-17,-0.222,-1.3193077e-17,-0.222,-1.31308e-17,-0.21297554,-1.3057524e-17,-0.21297554,-1.3008809e-17,-0.21297554,-1.2951815e-17,-0.21297554,-1.2896258e-17,-0.222,-1.2842757e-17,-0.21297554,-1.2799941e-17,-0.21297554,-1.2750935e-17,-0.21297554,-1.2705174e-17,-0.21297554,-1.2662727e-17,-0.21297554,-1.2622478e-17,-0.21297554,-1.2583813e-17,-0.21297554,-1.2546336e-17,-0.21297554,-1.2512336e-17,-0.21276893,-1.2475817e-17,-0.21297554,-1.2447238e-17,-0.21297554,-1.241552e-17,-0.21276893,-1.2385579e-17,-0.21276893,-1.2356153e-17
-0.228,-1.569781e-17,-0.228,-1.5576665e-17,-0.228,-1.539964e-17,-0.20813662,-1.5066847e-17,-0.228,-1.5083637e-17,-0.228,-1.4947281e-17,-0.228,-1.4814985e-17,-0.228,-1.4695296e-17,-0.21932527,-1.4537019e-17,-0.21932527,-1.4434018e-17,-0.21932527,-1.4350166e-17,-0.228,-1.4271917e-17,-0.228,-1.4167641e-17,-0.228,-1.4071847e-17,-0.228,-1.3982292e-17,-0.228,-1.3894921e-17,-0.228,-1.3806789e-17,-0.228,-1.3768408e-17,-0.228,-1.3642158e-17,-0.228,-1.3565537e-17,-0.228,-1.3478008e-17,-0.20283182,-1.3334002e-17,-0.228,-1.3341573e-17,-0.228,-1.3312759e-17,-0.228,-1.3203103e-17,-0.228,-1.31391e-17,-0.21897554,-1.3063888e-17,-0.21897554,-1.3005023e-17,-0.21897554,-1.2949527e-17,-0.21897554,-1.2892868e-17,-0.228,-1.2846468e-17,-0.21897554,-1.2806623e-17,-0.21897554,-1.2739667e-17,-0.21897554,-1.2698443e-17,-0.21897554,-1.2654677e-17,-0.21897554,-1.2612531e-17,-0.21897554,-1.2569783e-17,-0.21897554,-1.2534665e-17,-0.21897554,-1.2499393e-17,-0.21876893,-1.246575e-17,-0.21897554,-1.243301e-17,-0.21897554,-1.2401865e-17,-0.21876893,-1.237236e-17,-0.21876893,-1.2342651e-17
-0.234,-1.5773327e-17,-0.234,-1.5649405e-17,-0.234,-1.5464856e-17,-0.21413662,-1.5140523e-17,-0.234,-1.5132667e-17,-0.234,-1.4993431e-17,-0.234,-1.4858409e-17,-0.234,-1.4735615e-17,-0.22532527,-1.4567749e-17,-0.22532527,-1.4457813e-17,-0.22532527,-1.4354651e-17,-0.234,-1.429757e-17,-0.234,-1.420249e-17,-0.234,-1.4100677e-17,-0.234,-1.4009586e-17,-0.234,-1.3921411e-17,-0.234,-1.3834242e-17,-0.234,-1.3805482e-17,-0.234,-1.3665906e-17,-0.234,-1.3589055e-17,-0.234,-1.3497174e-17,-0.20883182,-1.3358406e-17,-0.234,-1.3362475e-17,-0.234,-1.3289823e-17,-0.234,-1.3221562e-17,-0.234,-1.3157854e-17,-0.22497554,-1.3072572e-17,-0.22497554,-1.3012232e-17,-0.22497554,-1.2954678e-17,-0.22497554,-1.2899231e-17,-0.234,-1.2860389e-17,-0.22497554,-1.2787573e-17,-0.22497554,-1.2747234e-17,-0.22497554,-1.2701025e-17,-0.22497554,-1.2654434e-17,-0.22497554,-1.2608275e-17,-0.22497554,-1.2570938e-17,-0.22497554,-1.2530872e-17,-0.22497554,-1.2497624e-17,-0.22476893,-1.2460315e-17,-0.22497554,-1.2429787e-17,-0.22497554,-1.2399127e-17,-0.22476893,-1.2369494e-17,-0.22476893,-1.2340759e-17
-0.24,-1.5913538e-17,-0.24,-1.5775357e-17,-0.24,-1.5584662e-17,-0.22013662,-1.517527e-17,-0.24,-1.5236136e-17,-0.24,-1.5083679e-17,-0.24,-1.4950085e-17,-0.24,-1.4825882e-17,-0.23132527,-1.4588296e-17,-0.23132527,-1.4475363e-17,-0.23132527,-1.4376211e-17,-0.24,-1.4383766e-17,-0.24,-1.4250251e-17,-0.24,-1.4184628e-17,-0.24,-1.4094074e-17,-0.24,-1.4000324e-17,-0.24,-1.3910336e-17,-0.24,-1.382727e-17,-0.24,-1.3744702e-17,-0.24,-1.3659311e-17,-0.24,-1.3584757e-17,-0.21483182,-1.338581e-17,-0.24,-1.3435957e-17,-0.24,-1.3364297e-17,-0.24,-1.3295434e-17,-0.24,-1.3228639e-17,-0.23097554,-1.3080529e-17,-0.23097554,-1.3019909e-17,-0.23097554,-1.2960876e-17,-0.23097554,-1.2902196e-17,-0.24,-1.2930344e-17,-0.23097554,-1.279651e-17,-0.23097554,-1.2747425e-17,-0.23097554,-1.2702923e-17,-0.23097554,-1.2653374e-17,-0.23097554,-1.2608388e-17,-0.23097554,-1.257056e-17,-0.23097554,-1.2530578e-17,-0.23097554,-1.2488467e-17,-0.23076893,-1.246099e-17,-0.23097554,-1.2424287e-17,-0.23097554,-1.239175e-17,-0.23076893,-1.2363915e-17,-0.23076893,-1.2390665e-17
-0.246,-1.6002417e-17,-0.246,-1.5860509e-17,-0.246,-1.5642659e-17,-0.22613662,-1.5225165e-17,-0.246,-1.5292214e-17,-0.246,-1.5028359e-17,-0.246,-1.4990095e-17,-0.246,-1.4859454e-17,-0.23732527,-1.468218e-17,-0.23732527,-1.4572239e-17,-0.23732527,-1.4470096e-17,-0.246,-1.4312941e-17,-0.246,-1.431018e-17,-0.246,-1.4110877e-17,-0.246,-1.4003914e-17,-0.246,-1.4026776e-17,-0.246,-1.3935672e-17,-0.246,-1.374603e-17,-0.246,-1.376332e-17,-0.246,-1.3684745e-17,-0.246,-1.3603236e-17,-0.22083182,-1.3392894e-17,-0.246,-1.345326e-17,-0.246,-1.3379847e-17,-0.246,-1.3310361e-17,-0.246,-1.3242583e-17,-0.23697554,-1.3147939e-17,-0.23697554,-1.3062986e-17,-0.23697554,-1.3025559e-17,-0.23697554,-1.2969995e-17,-0.246,-1.2828163e-17,-0.23697554,-1.2857047e-17,-0.23697554,-1.2812411e-17,-0.23697554,-1.2763272e-17,-0.23697554,-1.2714961e-17,-0.23697554,-1.2673128e-17,-0.23697554,-1.2632081e-17,-0.23697554,-1.2593476e-17,-0.23697554,-1.2554803e-17,-0.23676893,-1.2520824e-17,-0.23697554,-1.2484486e-17,-0.23697554,-1.2452123e-17,-0.23676893,-1.2423934e-17,-0.23676893,-1.2395028e-17
