c(d:s)(CV_Vd_n1207_ac_des) X,c(d:s)(CV_Vd_n1207_ac_des) Y,c(d:s)(CV_Vd_n1227_ac_des) X,c(d:s)(CV_Vd_n1227_ac_des) Y,c(d:s)(CV_Vd_n1247_ac_des) X,c(d:s)(CV_Vd_n1247_ac_des) Y,c(d:s)(CV_Vd_n1267_ac_des) X,c(d:s)(CV_Vd_n1267_ac_des) Y,c(d:s)(CV_Vd_n1287_ac_des) X,c(d:s)(CV_Vd_n1287_ac_des) Y,c(d:s)(CV_Vd_n1307_ac_des) X,c(d:s)(CV_Vd_n1307_ac_des) Y,c(d:s)(CV_Vd_n1327_ac_des) X,c(d:s)(CV_Vd_n1327_ac_des) Y,c(d:s)(CV_Vd_n1347_ac_des) X,c(d:s)(CV_Vd_n1347_ac_des) Y,c(d:s)(CV_Vd_n1367_ac_des) X,c(d:s)(CV_Vd_n1367_ac_des) Y,c(d:s)(CV_Vd_n1387_ac_des) X,c(d:s)(CV_Vd_n1387_ac_des) Y,c(d:s)(CV_Vd_n1407_ac_des) X,c(d:s)(CV_Vd_n1407_ac_des) Y,c(d:s)(CV_Vd_n1427_ac_des) X,c(d:s)(CV_Vd_n1427_ac_des) Y,c(d:s)(CV_Vd_n1447_ac_des) X,c(d:s)(CV_Vd_n1447_ac_des) Y,c(d:s)(CV_Vd_n1467_ac_des) X,c(d:s)(CV_Vd_n1467_ac_des) Y,c(d:s)(CV_Vd_n1487_ac_des) X,c(d:s)(CV_Vd_n1487_ac_des) Y,c(d:s)(CV_Vd_n1507_ac_des) X,c(d:s)(CV_Vd_n1507_ac_des) Y,c(d:s)(CV_Vd_n1527_ac_des) X,c(d:s)(CV_Vd_n1527_ac_des) Y,c(d:s)(CV_Vd_n1547_ac_des) X,c(d:s)(CV_Vd_n1547_ac_des) Y,c(d:s)(CV_Vd_n1567_ac_des) X,c(d:s)(CV_Vd_n1567_ac_des) Y,c(d:s)(CV_Vd_n1587_ac_des) X,c(d:s)(CV_Vd_n1587_ac_des) Y,c(d:s)(CV_Vd_n1607_ac_des) X,c(d:s)(CV_Vd_n1607_ac_des) Y,c(d:s)(CV_Vd_n1627_ac_des) X,c(d:s)(CV_Vd_n1627_ac_des) Y,c(d:s)(CV_Vd_n1647_ac_des) X,c(d:s)(CV_Vd_n1647_ac_des) Y,c(d:s)(CV_Vd_n1667_ac_des) X,c(d:s)(CV_Vd_n1667_ac_des) Y,c(d:s)(CV_Vd_n1687_ac_des) X,c(d:s)(CV_Vd_n1687_ac_des) Y,c(d:s)(CV_Vd_n1707_ac_des) X,c(d:s)(CV_Vd_n1707_ac_des) Y,c(d:s)(CV_Vd_n1727_ac_des) X,c(d:s)(CV_Vd_n1727_ac_des) Y,c(d:s)(CV_Vd_n1747_ac_des) X,c(d:s)(CV_Vd_n1747_ac_des) Y,c(d:s)(CV_Vd_n1767_ac_des) X,c(d:s)(CV_Vd_n1767_ac_des) Y,c(d:s)(CV_Vd_n1787_ac_des) X,c(d:s)(CV_Vd_n1787_ac_des) Y,c(d:s)(CV_Vd_n1807_ac_des) X,c(d:s)(CV_Vd_n1807_ac_des) Y,c(d:s)(CV_Vd_n1827_ac_des) X,c(d:s)(CV_Vd_n1827_ac_des) Y,c(d:s)(CV_Vd_n1847_ac_des) X,c(d:s)(CV_Vd_n1847_ac_des) Y,c(d:s)(CV_Vd_n1867_ac_des) X,c(d:s)(CV_Vd_n1867_ac_des) Y,c(d:s)(CV_Vd_n1887_ac_des) X,c(d:s)(CV_Vd_n1887_ac_des) Y,c(d:s)(CV_Vd_n1907_ac_des) X,c(d:s)(CV_Vd_n1907_ac_des) Y,c(d:s)(CV_Vd_n1927_ac_des) X,c(d:s)(CV_Vd_n1927_ac_des) Y,c(d:s)(CV_Vd_n1947_ac_des) X,c(d:s)(CV_Vd_n1947_ac_des) Y,c(d:s)(CV_Vd_n1967_ac_des) X,c(d:s)(CV_Vd_n1967_ac_des) Y,c(d:s)(CV_Vd_n1987_ac_des) X,c(d:s)(CV_Vd_n1987_ac_des) Y,c(d:s)(CV_Vd_n2007_ac_des) X,c(d:s)(CV_Vd_n2007_ac_des) Y,c(d:s)(CV_Vd_n2027_ac_des) X,c(d:s)(CV_Vd_n2027_ac_des) Y,c(d:s)(CV_Vd_n2047_ac_des) X,c(d:s)(CV_Vd_n2047_ac_des) Y,c(d:s)(CV_Vd_n2067_ac_des) X,c(d:s)(CV_Vd_n2067_ac_des) Y
0.15451766,-1.455894e-18,0.15451766,-1.4636729e-18,0.15451766,-1.4639924e-18,0.15451766,-1.4639633e-18,0.15451766,-1.4636795e-18,0.15451766,-1.4634892e-18,0.15451766,-1.4633871e-18,0.15483182,-1.4632859e-18,0.15483182,-1.4632136e-18,0.15483182,-1.4631528e-18,0.18,-1.463298e-18,0.15483182,-1.4628458e-18,0.18,-1.4631173e-18,0.18,-1.463155e-18,-,-,0.11385342,-1.4683112e-18,-,-,-,-,0.15451766,-1.462404e-18,0.15451766,-1.4623533e-18,0.15451766,-1.4623113e-18,0.15451766,-1.4622668e-18,0.17111463,-1.4619461e-18,-,-,-,-,0.11027166,-1.4679601e-18,-,-,-,-,0.088395403,-1.4682316e-18,0.088404953,-1.4682031e-18,0.11132259,-1.46769e-18,0.11168878,-1.4676348e-18,0.11127493,-1.4676243e-18,0.086940482,-1.4681126e-18,0.087620946,-1.4680915e-18,0.08727552,-1.4680733e-18,0.08727552,-1.4680409e-18,0.085867626,-1.4680187e-18,0.08410714,-1.4679822e-18,0.08570454,-1.4679579e-18,0.088078393,-1.46793e-18,0.088395683,-1.4679061e-18,0.10910976,-1.4674408e-18,-,-
0.16051766,-1.4543316e-18,0.16051766,-1.4637499e-18,0.16051766,-1.4643717e-18,0.16051766,-1.4639245e-18,0.16051766,-1.4647229e-18,0.16051766,-1.4635765e-18,0.16051766,-1.4637181e-18,0.16083182,-1.463615e-18,0.16083182,-1.4636381e-18,0.16083182,-1.4635101e-18,0.186,-1.4629879e-18,0.16083182,-1.4629224e-18,0.186,-1.4627904e-18,0.186,-1.4627893e-18,-,-,0.11985342,-1.4679274e-18,-,-,-,-,0.16051766,-1.4625166e-18,0.16051766,-1.4624482e-18,0.16051766,-1.462385e-18,0.16051766,-1.4623183e-18,0.17711463,-1.4620323e-18,-,-,-,-,0.11627166,-1.4676186e-18,-,-,-,-,0.094395403,-1.4682094e-18,0.094404953,-1.4681568e-18,0.11732259,-1.4673386e-18,0.11768878,-1.4672776e-18,0.11727493,-1.4672605e-18,0.092940482,-1.4680754e-18,0.093620946,-1.468047e-18,0.09327552,-1.4680238e-18,0.09327552,-1.4679926e-18,0.091867626,-1.4679883e-18,0.09010714,-1.4679651e-18,0.09170454,-1.4679356e-18,0.094078393,-1.4678878e-18,0.094395683,-1.4678548e-18,0.11510976,-1.4671045e-18,-,-
0.16651766,-1.4524262e-18,0.16651766,-1.4638494e-18,0.16651766,-1.4643543e-18,0.16651766,-1.4640141e-18,0.16651766,-1.4649826e-18,0.16651766,-1.4637766e-18,0.16651766,-1.4638522e-18,0.16683182,-1.4639229e-18,0.16683182,-1.4639059e-18,0.16683182,-1.4637941e-18,0.192,-1.4627376e-18,0.16683182,-1.4635298e-18,0.192,-1.4641188e-18,0.192,-1.463725e-18,-,-,0.12585342,-1.4674121e-18,-,-,-,-,0.16651766,-1.4625029e-18,0.16651766,-1.4623899e-18,0.16651766,-1.4622356e-18,0.16651766,-1.4621405e-18,0.18311463,-1.4619503e-18,-,-,-,-,0.12227166,-1.4671441e-18,-,-,-,-,0.1003954,-1.4681328e-18,0.10040495,-1.4680797e-18,0.12332259,-1.4668581e-18,0.12368878,-1.4667776e-18,0.12327493,-1.4667824e-18,0.098940482,-1.467995e-18,0.099620946,-1.4679453e-18,0.09927552,-1.4679224e-18,0.09927552,-1.4679025e-18,0.097867626,-1.4679097e-18,0.09610714,-1.4679112e-18,0.09770454,-1.4678627e-18,0.10007839,-1.467793e-18,0.10039568,-1.4677536e-18,0.12110976,-1.4666444e-18,-,-
0.17251766,-1.4499331e-18,0.17251766,-1.4636934e-18,0.17251766,-1.4642285e-18,0.17251766,-1.4645005e-18,0.17251766,-1.4648923e-18,0.17251766,-1.4637984e-18,0.17251766,-1.4638421e-18,0.17283182,-1.4638007e-18,0.17283182,-1.4638235e-18,0.17283182,-1.4636899e-18,0.198,-1.4625515e-18,0.17283182,-1.4635157e-18,0.198,-1.4628348e-18,0.198,-1.4628403e-18,-,-,0.13185342,-1.4667542e-18,-,-,-,-,0.17251766,-1.4624944e-18,0.17251766,-1.4623604e-18,0.17251766,-1.4621525e-18,0.17251766,-1.4620942e-18,0.18911463,-1.4614778e-18,-,-,-,-,0.12827166,-1.4666839e-18,-,-,-,-,0.1063954,-1.4679692e-18,0.10640495,-1.4679192e-18,0.12932259,-1.4662595e-18,0.12968878,-1.4661755e-18,0.12927493,-1.4661951e-18,0.10494048,-1.4678412e-18,0.10562095,-1.4677775e-18,0.10527552,-1.4677659e-18,0.10527552,-1.4677413e-18,0.10386763,-1.467767e-18,0.10210714,-1.4677867e-18,0.10370454,-1.4677227e-18,0.10607839,-1.4676147e-18,0.10639568,-1.4675817e-18,0.12710976,-1.4660472e-18,-,-
0.17851766,-1.4464635e-18,0.17851766,-1.4634984e-18,0.17851766,-1.4641726e-18,0.17851766,-1.4641811e-18,0.17851766,-1.4644743e-18,0.17851766,-1.4637982e-18,0.17851766,-1.4637047e-18,0.17883182,-1.4636278e-18,0.17883182,-1.4635956e-18,0.17883182,-1.4634904e-18,0.204,-1.4631828e-18,0.17883182,-1.4632527e-18,0.204,-1.4610327e-18,0.204,-1.4604951e-18,-,-,0.13785342,-1.4619945e-18,-,-,-,-,0.17851766,-1.4632088e-18,0.17851766,-1.462355e-18,0.17851766,-1.4622713e-18,0.17851766,-1.4630791e-18,0.19511463,-1.4625089e-18,-,-,-,-,0.13427166,-1.4611961e-18,-,-,-,-,0.1123954,-1.4677092e-18,0.11240495,-1.4676741e-18,0.13532259,-1.4609564e-18,0.13568878,-1.4609151e-18,0.13527493,-1.4609392e-18,0.11094048,-1.4675893e-18,0.11162095,-1.4675224e-18,0.11127552,-1.467518e-18,0.11127552,-1.4674931e-18,0.10986763,-1.4675357e-18,0.10810714,-1.4675896e-18,0.10970454,-1.4674974e-18,0.11207839,-1.4673499e-18,0.11239568,-1.4673047e-18,0.13310976,-1.4660974e-18,-,-
0.18451766,-1.4427616e-18,0.18451766,-1.463003e-18,0.18451766,-1.4647249e-18,0.18451766,-1.4640132e-18,0.18451766,-1.4641024e-18,0.18451766,-1.4636849e-18,0.18451766,-1.4635535e-18,0.18483182,-1.4634416e-18,0.18483182,-1.4633396e-18,0.18483182,-1.4631957e-18,0.21,-1.4609563e-18,0.18483182,-1.4629367e-18,0.21,-1.4598358e-18,0.21,-1.4592369e-18,-,-,0.14385342,-1.4622624e-18,-,-,-,-,0.18451766,-1.4623e-18,0.18451766,-1.4622341e-18,0.18451766,-1.4621253e-18,0.18451766,-1.4619201e-18,0.20111463,-1.4613303e-18,-,-,-,-,0.14027166,-1.4618304e-18,-,-,-,-,0.1183954,-1.467335e-18,0.11840495,-1.4673031e-18,0.14132259,-1.4613202e-18,0.14168878,-1.4611568e-18,0.14127493,-1.4611185e-18,0.11694048,-1.4672421e-18,0.11762095,-1.4671604e-18,0.11727552,-1.4671558e-18,0.11727552,-1.4671307e-18,0.11586763,-1.4672007e-18,0.11410714,-1.4672865e-18,0.11570454,-1.4671559e-18,0.11807839,-1.4669572e-18,0.11839568,-1.4669052e-18,0.13910976,-1.4606232e-18,-,-
0.19051766,-1.438296e-18,0.19051766,-1.4621436e-18,0.19051766,-1.4644882e-18,0.19051766,-1.4643101e-18,0.19051766,-1.4632273e-18,0.19051766,-1.4636533e-18,0.19051766,-1.4634121e-18,0.19083182,-1.46322e-18,0.19083182,-1.4631006e-18,0.19083182,-1.4629601e-18,0.216,-1.4609623e-18,0.19083182,-1.4626373e-18,0.216,-1.4601438e-18,0.216,-1.4595933e-18,-,-,0.14985342,-1.4624158e-18,-,-,-,-,0.19051766,-1.4619593e-18,0.19051766,-1.4619304e-18,0.19051766,-1.4618618e-18,0.19051766,-1.4616189e-18,0.20711463,-1.4592235e-18,-,-,-,-,0.14627166,-1.4617872e-18,-,-,-,-,0.1243954,-1.4668358e-18,0.12440495,-1.4667988e-18,0.14732259,-1.4615107e-18,0.14768878,-1.4614249e-18,0.14727493,-1.4613528e-18,0.12294048,-1.4667644e-18,0.12362095,-1.4666661e-18,0.12327552,-1.4666618e-18,0.12327552,-1.4666299e-18,0.12186763,-1.4667345e-18,0.12010714,-1.4668515e-18,0.12170454,-1.4666859e-18,0.12407839,-1.4664343e-18,0.12439568,-1.4663732e-18,0.14510976,-1.4607657e-18,-,-
0.19651766,-1.4313784e-18,0.19651766,-1.4614743e-18,0.19651766,-1.4641993e-18,0.19651766,-1.4637796e-18,0.19651766,-1.4634879e-18,0.19651766,-1.4635173e-18,0.19651766,-1.4632672e-18,0.19683182,-1.4629157e-18,0.19683182,-1.4624949e-18,0.19683182,-1.4626149e-18,0.222,-1.4612856e-18,0.19683182,-1.4627606e-18,0.222,-1.460733e-18,0.222,-1.4598335e-18,-,-,0.15585342,-1.4626223e-18,-,-,-,-,0.19651766,-1.4633498e-18,0.19651766,-1.4617057e-18,0.19651766,-1.4615697e-18,0.19651766,-1.4613677e-18,0.21311463,-1.4580446e-18,-,-,-,-,0.15227166,-1.461939e-18,-,-,-,-,0.1303954,-1.4662279e-18,0.13040495,-1.4661806e-18,0.15332259,-1.4616186e-18,0.15368878,-1.4615117e-18,0.15327493,-1.4614595e-18,0.12894048,-1.4661892e-18,0.12962095,-1.4660726e-18,0.12927552,-1.4660713e-18,0.12927552,-1.4660331e-18,0.12786763,-1.4661379e-18,0.12610714,-1.4662881e-18,0.12770454,-1.4660861e-18,0.13007839,-1.4658114e-18,0.13039568,-1.465739e-18,0.15110976,-1.4609384e-18,-,-
0.20251766,-1.4249287e-18,0.20251766,-1.458242e-18,0.20251766,-1.4633059e-18,0.20251766,-1.4636337e-18,0.20251766,-1.4612646e-18,0.20251766,-1.4628018e-18,0.20251766,-1.4625542e-18,0.20283182,-1.4613731e-18,0.20283182,-1.4585481e-18,0.20283182,-1.4565212e-18,0.228,-1.4597689e-18,0.20283182,-1.4566171e-18,0.228,-1.459323e-18,0.228,-1.4590933e-18,-,-,0.16185342,-1.4634675e-18,-,-,-,-,0.20251766,-1.4627738e-18,0.20251766,-1.4626579e-18,0.20251766,-1.4627292e-18,0.20251766,-1.4618832e-18,0.21911463,-1.4581276e-18,-,-,-,-,0.15827166,-1.4619968e-18,-,-,-,-,0.1363954,-1.4611532e-18,0.13640495,-1.4610709e-18,0.15932259,-1.4616152e-18,0.15968878,-1.4615577e-18,0.15927493,-1.4614993e-18,0.13494048,-1.4606994e-18,0.13562095,-1.4608804e-18,0.13527552,-1.4608312e-18,0.13527552,-1.4606469e-18,0.13386763,-1.460437e-18,0.13210714,-1.465669e-18,0.13370454,-1.4603487e-18,0.13607839,-1.4604381e-18,0.13639568,-1.4604128e-18,0.15710976,-1.4609229e-18,-,-
0.20851766,-1.4160509e-18,0.20851766,-1.4602717e-18,0.20851766,-1.462707e-18,0.20851766,-1.4626342e-18,0.20851766,-1.4625967e-18,0.20851766,-1.4622434e-18,0.20851766,-1.4619984e-18,0.20883182,-1.4618014e-18,0.20883182,-1.4616279e-18,0.20883182,-1.4613984e-18,0.234,-1.4574095e-18,0.20883182,-1.4603472e-18,0.234,-1.4570675e-18,0.234,-1.4570011e-18,-,-,0.16785342,-1.4627483e-18,-,-,-,-,0.20851766,-1.4597764e-18,0.20851766,-1.4595935e-18,0.20851766,-1.4593261e-18,0.20851766,-1.4591754e-18,0.22511463,-1.4572846e-18,-,-,-,-,0.16427166,-1.4620027e-18,-,-,-,-,0.1423954,-1.4615122e-18,0.14240495,-1.4614146e-18,0.16532259,-1.46157e-18,0.16568878,-1.4615469e-18,0.16527493,-1.4615161e-18,0.14094048,-1.4610435e-18,0.14162095,-1.4609993e-18,0.14127552,-1.4609644e-18,0.14127552,-1.460891e-18,0.13986763,-1.4607922e-18,0.13810714,-1.4607293e-18,0.13970454,-1.4607662e-18,0.14207839,-1.4607645e-18,0.14239568,-1.4607148e-18,0.16310976,-1.4608219e-18,-,-
0.21451766,-1.407604e-18,0.21451766,-1.4580384e-18,0.21451766,-1.4629032e-18,0.21451766,-1.4624028e-18,0.21451766,-1.4624009e-18,0.21451766,-1.4621139e-18,0.21451766,-1.4642893e-18,0.21483182,-1.4616612e-18,0.21483182,-1.4614969e-18,0.21483182,-1.4613708e-18,0.24,-1.4568887e-18,0.21483182,-1.460845e-18,0.24,-1.4563309e-18,0.24,-1.4560382e-18,-,-,0.17385342,-1.4627287e-18,-,-,-,-,0.21451766,-1.4587246e-18,0.21451766,-1.4586975e-18,0.21451766,-1.4584815e-18,0.21451766,-1.4581831e-18,0.23111463,-1.4564621e-18,-,-,-,-,0.17027166,-1.4616666e-18,-,-,-,-,0.1483954,-1.4616298e-18,0.14840495,-1.4615782e-18,0.17132259,-1.4613972e-18,0.17168878,-1.4613523e-18,0.17127493,-1.4613549e-18,0.14694048,-1.4612859e-18,0.14762095,-1.4612553e-18,0.14727552,-1.4611855e-18,0.14727552,-1.461124e-18,0.14586763,-1.4610167e-18,0.14410714,-1.4608976e-18,0.14570454,-1.4609161e-18,0.14807839,-1.4609192e-18,0.14839568,-1.4608635e-18,0.16910976,-1.4606604e-18,-,-
0.22051766,-1.3956274e-18,0.22051766,-1.4549075e-18,0.22051766,-1.4626155e-18,0.22051766,-1.4631536e-18,0.22051766,-1.4631653e-18,0.22051766,-1.4628637e-18,0.22051766,-1.46322e-18,0.22083182,-1.4637153e-18,0.22083182,-1.4633486e-18,0.22083182,-1.4625097e-18,0.246,-1.4562451e-18,0.22083182,-1.4600477e-18,0.246,-1.45515e-18,0.246,-1.4547178e-18,-,-,0.17985342,-1.4630248e-18,-,-,-,-,0.22051766,-1.4588169e-18,0.22051766,-1.4585353e-18,0.22051766,-1.4582095e-18,0.22051766,-1.4580783e-18,0.23711463,-1.4551109e-18,-,-,-,-,0.17627166,-1.4618622e-18,-,-,-,-,0.1543954,-1.4617471e-18,0.15440495,-1.4616971e-18,0.17732259,-1.4612991e-18,0.17768878,-1.461269e-18,0.17727493,-1.4612176e-18,0.15294048,-1.4614178e-18,0.15362095,-1.4613754e-18,0.15327552,-1.4613075e-18,0.15327552,-1.4612518e-18,0.15186763,-1.4611661e-18,0.15010714,-1.4610786e-18,0.15170454,-1.4610231e-18,0.15407839,-1.46098e-18,0.15439568,-1.460933e-18,0.17510976,-1.4603971e-18,-,-
0.22651766,-1.3816541e-18,0.22651766,-1.4527339e-18,0.22651766,-1.4610865e-18,0.22651766,-1.4619379e-18,0.22651766,-1.4626645e-18,0.22651766,-1.4626329e-18,0.22651766,-1.4626124e-18,0.22683182,-1.4622138e-18,0.22683182,-1.4615129e-18,0.22683182,-1.4607035e-18,0.252,-1.4546121e-18,0.22683182,-1.4594605e-18,0.252,-1.4538516e-18,0.252,-1.4531114e-18,-,-,0.18585342,-1.4625897e-18,-,-,-,-,0.22651766,-1.4580477e-18,0.22651766,-1.4576533e-18,0.22651766,-1.4572575e-18,0.22651766,-1.4571667e-18,0.24311463,-1.4534597e-18,-,-,-,-,0.18227166,-1.4621207e-18,-,-,-,-,0.1603954,-1.4616184e-18,0.16040495,-1.4615399e-18,0.18332259,-1.4606515e-18,0.18368878,-1.4613985e-18,0.18327493,-1.4614124e-18,0.15894048,-1.4614407e-18,0.15962095,-1.4613547e-18,0.15927552,-1.4612903e-18,0.15927552,-1.4612347e-18,0.15786763,-1.4612348e-18,0.15610714,-1.4611709e-18,0.15770454,-1.4611432e-18,0.16007839,-1.4610202e-18,0.16039568,-1.4608805e-18,0.18110976,-1.4611641e-18,-,-
0.23251766,-1.3647889e-18,0.23251766,-1.4496699e-18,0.23251766,-1.4600941e-18,0.23251766,-1.4609972e-18,0.23251766,-1.4617871e-18,0.23251766,-1.4617649e-18,0.23251766,-1.4614769e-18,0.23283182,-1.4588349e-18,0.23283182,-1.4593804e-18,0.23283182,-1.4593489e-18,0.258,-1.4528116e-18,0.23283182,-1.4573425e-18,0.258,-1.4519192e-18,0.258,-1.4512246e-18,-,-,0.19185342,-1.4620705e-18,-,-,-,-,0.23251766,-1.4569626e-18,0.23251766,-1.4565502e-18,0.23251766,-1.4563124e-18,0.23251766,-1.4562135e-18,0.24911463,-1.451911e-18,-,-,-,-,0.18827166,-1.4612044e-18,-,-,-,-,0.1663954,-1.4614664e-18,0.16640495,-1.4616132e-18,0.18932259,-1.4605789e-18,0.18968878,-1.4605079e-18,0.18927493,-1.4607962e-18,0.16494048,-1.4614104e-18,0.16562095,-1.4613364e-18,0.16527552,-1.4612556e-18,0.16527552,-1.4611776e-18,0.16386763,-1.4611898e-18,0.16210714,-1.4611446e-18,0.16370454,-1.4610482e-18,0.16607839,-1.4608752e-18,0.16639568,-1.4608344e-18,0.18710976,-1.4603672e-18,-,-
0.23851766,-1.346225e-18,0.23851766,-1.4459255e-18,0.23851766,-1.4582046e-18,0.23851766,-1.4588748e-18,0.23851766,-1.4596384e-18,0.23851766,-1.4596344e-18,0.23851766,-1.459146e-18,0.23883182,-1.4583765e-18,0.23883182,-1.457739e-18,0.23883182,-1.45737e-18,0.264,-1.450628e-18,0.23883182,-1.4566617e-18,0.264,-1.4496446e-18,0.264,-1.4489187e-18,-,-,0.19785342,-1.4624603e-18,-,-,-,-,0.23851766,-1.4552552e-18,0.23851766,-1.4547782e-18,0.23851766,-1.4546529e-18,0.23851766,-1.4545331e-18,0.25511463,-1.4504186e-18,-,-,-,-,0.19427166,-1.4623597e-18,-,-,-,-,0.1723954,-1.4618525e-18,0.17240495,-1.4615219e-18,0.19532259,-1.4602691e-18,0.19568878,-1.4601699e-18,0.19527493,-1.4602084e-18,0.17094048,-1.4612984e-18,0.17162095,-1.461212e-18,0.17127552,-1.4611195e-18,0.17127552,-1.4610689e-18,0.16986763,-1.4610268e-18,0.16810714,-1.4609838e-18,0.16970454,-1.4608443e-18,0.17207839,-1.4606737e-18,0.17239568,-1.4606001e-18,0.19310976,-1.459448e-18,-,-
0.24451766,-1.3223741e-18,0.24451766,-1.4399184e-18,0.24451766,-1.4571912e-18,0.24451766,-1.4585937e-18,0.24451766,-1.4588123e-18,0.24451766,-1.4590712e-18,0.24451766,-1.4589775e-18,0.24483182,-1.4578587e-18,0.24483182,-1.4576764e-18,0.24483182,-1.4571014e-18,0.27,-1.4483658e-18,0.24483182,-1.4558619e-18,0.27,-1.4472004e-18,0.27,-1.4464116e-18,-,-,0.20385342,-1.4606491e-18,-,-,-,-,0.24451766,-1.4536818e-18,0.24451766,-1.4532995e-18,0.24451766,-1.4531981e-18,0.24451766,-1.4531523e-18,0.26111463,-1.4481059e-18,-,-,-,-,0.20027166,-1.4611074e-18,-,-,-,-,0.1783954,-1.4614965e-18,0.17840495,-1.4613998e-18,0.20132259,-1.4587957e-18,0.20168878,-1.4595439e-18,0.20127493,-1.4605396e-18,0.17694048,-1.461175e-18,0.17762095,-1.4610838e-18,0.17727552,-1.4610226e-18,0.17727552,-1.4619594e-18,0.17586763,-1.4608703e-18,0.17410714,-1.4607995e-18,0.17570454,-1.4613327e-18,0.17807839,-1.4610966e-18,0.17839568,-1.4608389e-18,0.19910976,-1.4522059e-18,-,-
0.25051766,-1.2940835e-18,0.25051766,-1.4332634e-18,0.25051766,-1.4551161e-18,0.25051766,-1.4568579e-18,0.25051766,-1.457359e-18,0.25051766,-1.4575176e-18,0.25051766,-1.4571416e-18,0.25083182,-1.456677e-18,0.25083182,-1.4561878e-18,0.25083182,-1.4555332e-18,0.276,-1.4462789e-18,0.25083182,-1.4545995e-18,0.276,-1.4459989e-18,0.276,-1.4448851e-18,-,-,0.20985342,-1.4580213e-18,-,-,-,-,0.25051766,-1.4523518e-18,0.25051766,-1.4521431e-18,0.25051766,-1.4516089e-18,0.25051766,-1.4515736e-18,0.26711463,-1.4455514e-18,-,-,-,-,0.20627166,-1.4590676e-18,-,-,-,-,0.1843954,-1.4611589e-18,0.18440495,-1.4608505e-18,0.20732259,-1.4581063e-18,0.20768878,-1.458016e-18,0.20727493,-1.457959e-18,0.18294048,-1.4614328e-18,0.18362095,-1.4613811e-18,0.18327552,-1.4615004e-18,0.18327552,-1.4614962e-18,0.18186763,-1.4614692e-18,0.18010714,-1.4619841e-18,0.18170454,-1.4614179e-18,0.18407839,-1.4608945e-18,0.18439568,-1.460845e-18,0.20510976,-1.4572194e-18,-,-
0.25651766,-1.2636896e-18,0.25651766,-1.4251782e-18,0.25651766,-1.4529096e-18,0.25651766,-1.4563065e-18,0.25651766,-1.4572078e-18,0.25651766,-1.4571115e-18,0.25651766,-1.4565679e-18,0.25683182,-1.4556987e-18,0.25683182,-1.4548626e-18,0.25683182,-1.4539432e-18,0.282,-1.4429444e-18,0.25683182,-1.4527542e-18,0.282,-1.4413517e-18,0.282,-1.4405094e-18,-,-,0.21585342,-1.4585112e-18,-,-,-,-,0.25651766,-1.4500391e-18,0.25651766,-1.4498809e-18,0.25651766,-1.4499109e-18,0.25651766,-1.4499245e-18,0.27311463,-1.4426634e-18,-,-,-,-,0.21227166,-1.458139e-18,-,-,-,-,0.1903954,-1.4608201e-18,0.19040495,-1.4604958e-18,0.21332259,-1.4575498e-18,0.21368878,-1.4571115e-18,0.21327493,-1.4572092e-18,0.18894048,-1.4608048e-18,0.18962095,-1.4608536e-18,0.18927552,-1.460802e-18,0.18927552,-1.4607232e-18,0.18786763,-1.4608592e-18,0.18610714,-1.461074e-18,0.18770454,-1.4606845e-18,0.19007839,-1.4580121e-18,0.19039568,-1.460111e-18,0.21110976,-1.4568271e-18,-,-
0.26251766,-1.2270045e-18,0.26251766,-1.4140624e-18,0.26251766,-1.4496743e-18,0.26251766,-1.4545857e-18,0.26251766,-1.4569107e-18,0.26251766,-1.4563575e-18,0.26251766,-1.4551128e-18,0.26283182,-1.4540119e-18,0.26283182,-1.4529108e-18,0.26283182,-1.451879e-18,0.288,-1.4394604e-18,0.26283182,-1.4506401e-18,0.288,-1.4377518e-18,0.288,-1.4370215e-18,-,-,0.22185342,-1.4592313e-18,-,-,-,-,0.26251766,-1.4474325e-18,0.26251766,-1.4476543e-18,0.26251766,-1.4476651e-18,0.26251766,-1.4476457e-18,0.27911463,-1.4392318e-18,-,-,-,-,0.21827166,-1.4577907e-18,-,-,-,-,0.1963954,-1.4604585e-18,0.19640495,-1.4603284e-18,0.21932259,-1.4568852e-18,0.21968878,-1.456784e-18,0.21927493,-1.4567323e-18,0.19494048,-1.4602941e-18,0.19562095,-1.4601588e-18,0.19527552,-1.4601876e-18,0.19527552,-1.4600379e-18,0.19386763,-1.4602102e-18,0.19210714,-1.4603637e-18,0.19370454,-1.4569625e-18,0.19607839,-1.4577385e-18,0.19639568,-1.4551693e-18,0.21710976,-1.4566205e-18,-,-
